sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s1311,1,गुटखा निर्माता रसिकलाल माणिकचंद धारीवाल ने अंडरवर्ल्ड के साथ संबंधों के मामले में कोर्ट में पेश न होने पर जारी गैर जमानती वारंट को रद्द करने के लिए अब सुप्रीम कोर्ट में याचिका दायर की है ।,गैर,amod,acl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1312,1,धारीवाल की ओर से दायर विशेष अनुमति याचिका में बॉम्बे हाईकोर्ट द्वारा उनकी गैर जमानती वारंट रद्द करने की याचिका खारिज करने के २२ फरवरी के आदेश को चुनौती दी गई है ।,चुनौती,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1312,1,धारीवाल की ओर से दायर विशेष अनुमति याचिका में बॉम्बे हाईकोर्ट द्वारा उनकी गैर जमानती वारंट रद्द करने की याचिका खारिज करने के २२ फरवरी के आदेश को चुनौती दी गई है ।,हाईकोर्ट,nsubj:pass,nsubj,द्वारा,द्वारा,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1314,1,"जबकि सीबीआई का कहना है कि फिलहाल धारीवाल को गिरफ्तार करने की उसकी कोई मंशा नहीं है, लेकिन पूछताछ के बाद जरूरी होने पर नया मामला दर्ज कराया जा सकता है ।",कराया,advcl,conj,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1314,1,"जबकि सीबीआई का कहना है कि फिलहाल धारीवाल को गिरफ्तार करने की उसकी कोई मंशा नहीं है, लेकिन पूछताछ के बाद जरूरी होने पर नया मामला दर्ज कराया जा सकता है ।",कोई,nmod,det,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1314,1,"जबकि सीबीआई का कहना है कि फिलहाल धारीवाल को गिरफ्तार करने की उसकी कोई मंशा नहीं है, लेकिन पूछताछ के बाद जरूरी होने पर नया मामला दर्ज कराया जा सकता है ।",फिलहाल,advmod,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1317,1,तृणमूल कांग्रेस की अध्यक्ष ममता बनर्जी ने चुनाव आयोग से आज मार्क्सवादी कम्युनिस्ट पार्टी के खिलाफ स्थानीय निकायों और विधानसभा चुनावों में धांधली करने की शिकायत की ।,आयोग,iobj,obj,से,से,,,mapping_hypothesis,mapping_hypothesis,Sampradāna,Karma,no,yes,yes,yes
dev-s1319,1,माकपा के खिलाफ शिकायतों और आरोपों का पिटारा लेकर चुनाव आयोग पहुंची ममता ने चुनाव आयोग से इस मामले की जांच के लिए विशेष पर्यवेक्षक भेजने की मांग की है ।,आयोग,obl,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Kartā,no,yes,yes,yes
dev-s1319,2,माकपा के खिलाफ शिकायतों और आरोपों का पिटारा लेकर चुनाव आयोग पहुंची ममता ने चुनाव आयोग से इस मामले की जांच के लिए विशेष पर्यवेक्षक भेजने की मांग की है ।,आयोग,obl,iobj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Sampradāna,no,yes,no,no
dev-s1319,1,माकपा के खिलाफ शिकायतों और आरोपों का पिटारा लेकर चुनाव आयोग पहुंची ममता ने चुनाव आयोग से इस मामले की जांच के लिए विशेष पर्यवेक्षक भेजने की मांग की है ।,पर्यवेक्षक,compound,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s132,1,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",परमाचार्य,nsubj,nmod,के,के,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s132,1,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",से,case,mark,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1323,1,क्योंकि सीपीएम चुनाव में बड़े पैमाने पर धांधली और लोकतंत्र की हत्या कर बार - बार जीत रही है ।,धांधली,compound,nmod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1323,1,क्योंकि सीपीएम चुनाव में बड़े पैमाने पर धांधली और लोकतंत्र की हत्या कर बार - बार जीत रही है ।,हत्या,conj,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1324,1,उन्होंने आरोप लगाते हुए कहा कि जो लोग माकपा को वोट नहीं देना चाहते हैं उनके साथ जबरदस्ती की जाती है और फर्जी वोट डाले जाते हैं ।,चाहते,amod,acl:relcl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1325,1,पूरी चुनावी प्रक्रिया में सीपीएम की भूमिका को संदेह के घेरे में लेते हुए उन्होंने कहा कि मतदाता सूची और ईवीएम मशीनों में छेड़खानी कर और मतदान केंद्र लूट कर ही माकपा नेता पिछले कई सालों से पश्चिम बंगाल में सत्ता में बने हुए हैं ।,ईवीएम,nmod,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1325,1,पूरी चुनावी प्रक्रिया में सीपीएम की भूमिका को संदेह के घेरे में लेते हुए उन्होंने कहा कि मतदाता सूची और ईवीएम मशीनों में छेड़खानी कर और मतदान केंद्र लूट कर ही माकपा नेता पिछले कई सालों से पश्चिम बंगाल में सत्ता में बने हुए हैं ।,केंद्र,compound,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1325,1,पूरी चुनावी प्रक्रिया में सीपीएम की भूमिका को संदेह के घेरे में लेते हुए उन्होंने कहा कि मतदाता सूची और ईवीएम मशीनों में छेड़खानी कर और मतदान केंद्र लूट कर ही माकपा नेता पिछले कई सालों से पश्चिम बंगाल में सत्ता में बने हुए हैं ।,चुनावी,compound,amod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1327,1,पंजाब विधानसभा के पूर्व स्पीकर और शिरोमणि अकाली दल के सांसद व दलित नेता चरणजीत सिंह अटवाल को लोकसभा के उपाध्यक्ष पद पर सर्वसम्मति से चुन लिया गया है ।,अटवाल,obj,conj,को,को,R5,,ambiguous,no_decision,Karma|Sampradāna,,no,yes,no,no
dev-s1327,1,पंजाब विधानसभा के पूर्व स्पीकर और शिरोमणि अकाली दल के सांसद व दलित नेता चरणजीत सिंह अटवाल को लोकसभा के उपाध्यक्ष पद पर सर्वसम्मति से चुन लिया गया है ।,दलित,compound,amod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1327,1,पंजाब विधानसभा के पूर्व स्पीकर और शिरोमणि अकाली दल के सांसद व दलित नेता चरणजीत सिंह अटवाल को लोकसभा के उपाध्यक्ष पद पर सर्वसम्मति से चुन लिया गया है ।,पंजाब,nmod,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1327,1,पंजाब विधानसभा के पूर्व स्पीकर और शिरोमणि अकाली दल के सांसद व दलित नेता चरणजीत सिंह अटवाल को लोकसभा के उपाध्यक्ष पद पर सर्वसम्मति से चुन लिया गया है ।,स्पीकर,nmod,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1329,1,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने जैसे ही अटवाल के उपाध्यक्ष चुने जाने की घोषणा की, पूरे सदन में मेजें थपथपाकर स्वागत किया गया ।",अटवाल,nsubj:pass,nmod,के,के,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1329,1,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने जैसे ही अटवाल के उपाध्यक्ष चुने जाने की घोषणा की, पूरे सदन में मेजें थपथपाकर स्वागत किया गया ।",उपाध्यक्ष,xcomp,nsubj:pass,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1329,1,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने जैसे ही अटवाल के उपाध्यक्ष चुने जाने की घोषणा की, पूरे सदन में मेजें थपथपाकर स्वागत किया गया ।",किया,conj,root,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1329,2,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने जैसे ही अटवाल के उपाध्यक्ष चुने जाने की घोषणा की, पूरे सदन में मेजें थपथपाकर स्वागत किया गया ।",की,root,acl:relcl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s133,1,"हालांकि इस बार जयेंद्र सरस्वती की गैरमौजूदगी मौके पर मौजूद विशिष्ट व्यक्तियों के बीच चर्चा का विषय जरूर रही, लेकिन देश भर से आने वाले श्रद्धालुओं की संख्या में कोई कमी नहीं देखी गई ।",कमी,nsubj:pass,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s133,1,"हालांकि इस बार जयेंद्र सरस्वती की गैरमौजूदगी मौके पर मौजूद विशिष्ट व्यक्तियों के बीच चर्चा का विषय जरूर रही, लेकिन देश भर से आने वाले श्रद्धालुओं की संख्या में कोई कमी नहीं देखी गई ।",विषय,obj,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Karma,Kartā,no,yes,yes,yes
dev-s1330,1,"67 वर्षीय अटवाल प्रधानमंत्री मनमोहन सिंह के बाद दूसरे ऐसे सिख नेता हैं, जो देश के किसी महत्वपूर्ण पद पर काब़िज़ हुए हैं ।",सिख,amod,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1331,1,अपने चुनाव के बाद सभी को धन्यवाद देते हुए अटवाल ने कहा कि ऐसी ही लोकतांत्रिक प्रक्रिया से सदन की कार्रवाईयां आसानी से चलतीं हैं ।,धन्यवाद,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1332,1,उन्होंने कहा कि उन्हें यह मान सम्मान इसलिए मिला क्योंकि वह हमेशा अकाली दल के अनुशासित सिपाही के रूप में काम करते रहे हैं ।,उन्हें,nsubj,iobj,,,,,mapping_hypothesis,mapping_hypothesis,Kartā,Sampradāna,no,yes,yes,yes
dev-s1332,1,उन्होंने कहा कि उन्हें यह मान सम्मान इसलिए मिला क्योंकि वह हमेशा अकाली दल के अनुशासित सिपाही के रूप में काम करते रहे हैं ।,करते,advcl,acl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1337,1,लोकसभा में कांग्रेस के नेता प्रणव मुखर्जी ने कहा कि यह हमारे लोकतंत्र की परिपक्वता को दिखाता है कि लोकसभा अध्यक्ष और उपाध्यक्ष का चुनाव सर्वसम्मति से हुआ ।,चुनाव,compound,nsubj,,,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1337,2,लोकसभा में कांग्रेस के नेता प्रणव मुखर्जी ने कहा कि यह हमारे लोकतंत्र की परिपक्वता को दिखाता है कि लोकसभा अध्यक्ष और उपाध्यक्ष का चुनाव सर्वसम्मति से हुआ ।,लोकसभा,nmod,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1338,1,विपक्ष के नेता लालकृष्ण आडवाणी अटवाल के नाम पर थोड़ा गड़बड़ाए और उन्होंने उन्हें सोहन सिंह कह दिया ।,उन्हें,obj,iobj,,,,,mapping_hypothesis,mapping_hypothesis,Karma,Sampradāna,no,yes,yes,yes
dev-s1338,1,विपक्ष के नेता लालकृष्ण आडवाणी अटवाल के नाम पर थोड़ा गड़बड़ाए और उन्होंने उन्हें सोहन सिंह कह दिया ।,थोड़ा,obl,advmod,,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,yes,yes,no
dev-s1339,1,आडवाणी ने कहा कि उनके पास विधानसभा अध्यक्ष का भी अनुभव है और उन्होंने उम्मीद जताई कि वह अपने दायित्व को बखूबी निभाएंगे ।,उम्मीद,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1339,1,आडवाणी ने कहा कि उनके पास विधानसभा अध्यक्ष का भी अनुभव है और उन्होंने उम्मीद जताई कि वह अपने दायित्व को बखूबी निभाएंगे ।,निभाएंगे,acl,ccomp,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s134,1,समारोह के दौरान कनिष्ठ आचार्य विजयेंद्र सरस्वती ने यज्ञ और भजन के बाद पूर्ण आहुति देने के बाद स्वर्ण कलश ग्रहण किया ।,आहुति,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1340,1,अटल बिहारी वाजपेयी ने भी उम्मीद जताई कि चरणजीत सिंह अटवाल के सहयोग से कार्यवाही का ठीक ढंग से संचालन हो सकेगा ।,उम्मीद,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1340,1,अटल बिहारी वाजपेयी ने भी उम्मीद जताई कि चरणजीत सिंह अटवाल के सहयोग से कार्यवाही का ठीक ढंग से संचालन हो सकेगा ।,हो,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1341,1,सोनिया गांधी ने उम्मीद जताई कि सदन को उनके मार्गदर्शन और अनुभव का लाभ मिलता रहेगा ।,उम्मीद,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1341,1,सोनिया गांधी ने उम्मीद जताई कि सदन को उनके मार्गदर्शन और अनुभव का लाभ मिलता रहेगा ।,मिलता,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1341,1,सोनिया गांधी ने उम्मीद जताई कि सदन को उनके मार्गदर्शन और अनुभव का लाभ मिलता रहेगा ।,सदन,nsubj,iobj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1342,1,समाजवादी पार्टी के नेता रामगोपाल यादव ने अटवाल को बधाई दी और राजग पर कटाक्ष किया कि हंगामे को देखते हुए सहयोग देने के आश्वासनों पर भरोसा नहीं रहा है लेकिन सपा उन्हें पूरा सहयोग देगी ।,बधाई,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1342,1,समाजवादी पार्टी के नेता रामगोपाल यादव ने अटवाल को बधाई दी और राजग पर कटाक्ष किया कि हंगामे को देखते हुए सहयोग देने के आश्वासनों पर भरोसा नहीं रहा है लेकिन सपा उन्हें पूरा सहयोग देगी ।,भरोसा,nsubj,compound,,,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s1342,1,समाजवादी पार्टी के नेता रामगोपाल यादव ने अटवाल को बधाई दी और राजग पर कटाक्ष किया कि हंगामे को देखते हुए सहयोग देने के आश्वासनों पर भरोसा नहीं रहा है लेकिन सपा उन्हें पूरा सहयोग देगी ।,सहयोग,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1343,1,जनता दल (यू) के नितीश कुमार ने चुटकी ली कि उधर सरदार मनमोहन सिंह हैं और इधर सरदार चरणजीत सिंह अटवाल हैं ।,चुटकी,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1343,1,जनता दल (यू) के नितीश कुमार ने चुटकी ली कि उधर सरदार मनमोहन सिंह हैं और इधर सरदार चरणजीत सिंह अटवाल हैं ।,सरदार,nmod,compound,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1343,1,जनता दल (यू) के नितीश कुमार ने चुटकी ली कि उधर सरदार मनमोहन सिंह हैं और इधर सरदार चरणजीत सिंह अटवाल हैं ।,सिंह,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1344,1,ममता बनर्जी ने कहा कि पंजाब और पश्चिम बंगाल का संबंध पुराना रहा है ।,पुराना,amod,xcomp,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1346,1,शिरोमणि अकाली दल नेता सुखदेव सिंह ढींढसा ने कहा कि उन्हें डबल खुशी हो रही है ।,खुशी,compound,nsubj,,,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1346,1,शिरोमणि अकाली दल नेता सुखदेव सिंह ढींढसा ने कहा कि उन्हें डबल खुशी हो रही है ।,डबल,det,amod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1347,1,उन्होंने अकाली दल को यह पद दिए जाने के लिए वाजपेयी और आडवाणी का आभार जताया ।,आभार,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1348,1,उन्होंने ठहाकों के बीच कहा कि मुझे मौका देते रहेंगे तो सदन ठीक चलता रहेगा ।,ठीक,advmod,xcomp,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1348,1,उन्होंने ठहाकों के बीच कहा कि मुझे मौका देते रहेंगे तो सदन ठीक चलता रहेगा ।,मुझे,iobj,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Sampradāna,Kartā,no,yes,yes,yes
dev-s1348,1,उन्होंने ठहाकों के बीच कहा कि मुझे मौका देते रहेंगे तो सदन ठीक चलता रहेगा ।,मौका,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1349,1,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,करने,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1349,2,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,किसानों,nmod,obl,के,के,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1349,1,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,देने,amod,nmod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1349,1,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,पूर्व,compound,amod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1349,1,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,पैकेजों,nmod,obl,के,के,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1349,1,किसानों के ऋण माफ करने से साफ इन्कार करते हुए वित्त मंत्री पी. चिदंबरम ने लोकसभा को बताया कि इस समय किसानों के लिए पूर्व घोषित राहत पैकेजों के तहत रियायत देने का विकल्प ही मौजूद है ।,रियायत,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s135,2,मौके पर मौजूद कर्नाटक के एक मठ पीठाधिपति के स्वर्णाहल्ली स्वामी ने आदिस्थानम को अपनी श्रद्धांजलि अर्पित की ।,के,compound,case,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,ऋणों,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,कर्ज,obj,obl,के,के,,,mapping_hypothesis,mapping_hypothesis,Karma,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,yes
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,दबे,amod,acl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,मदद,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,वामदलों,nmod,obl,समेत,समेत,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,वृद्धि,nsubj,compound,,,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s1351,1,इस पर वित्त मंत्री ने कहा कि फार्म पैकेज का उद्देश्य अधिक से अधिक संख्या में किसानों को वित्त संस्थानों के तहत लाना है ।,उद्देश्य,obl,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Kartā,no,yes,yes,yes
dev-s1351,1,इस पर वित्त मंत्री ने कहा कि फार्म पैकेज का उद्देश्य अधिक से अधिक संख्या में किसानों को वित्त संस्थानों के तहत लाना है ।,किसानों,iobj,obj,को,को,R5,R5,ambiguous,ambiguous,Karma|Sampradāna,Karma|Sampradāna,no,yes,yes,yes
dev-s1351,1,इस पर वित्त मंत्री ने कहा कि फार्म पैकेज का उद्देश्य अधिक से अधिक संख्या में किसानों को वित्त संस्थानों के तहत लाना है ।,संख्या,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1354,1,उन्होंने कहा कि किसी भी अन्य विकल्प पर विचार करने से पहले सरकार इस पैकेज को ईमानदारी से लागू करना चाहती है ।,करना,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1354,1,उन्होंने कहा कि किसी भी अन्य विकल्प पर विचार करने से पहले सरकार इस पैकेज को ईमानदारी से लागू करना चाहती है ।,करने,advcl,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1355,1,वित्त मंत्री इस पैकेज को लागू करने के लिए निगरानी संबंधी कोई आयोग गठित करने के सुझाव से सहमत नहीं हुए ।,कोई,amod,det,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1355,1,वित्त मंत्री इस पैकेज को लागू करने के लिए निगरानी संबंधी कोई आयोग गठित करने के सुझाव से सहमत नहीं हुए ।,निगरानी,obl,compound,,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,yes,yes,no
dev-s1355,1,वित्त मंत्री इस पैकेज को लागू करने के लिए निगरानी संबंधी कोई आयोग गठित करने के सुझाव से सहमत नहीं हुए ।,सुझाव,obl,obj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Karma,no,yes,no,no
dev-s1356,1,चिदंबरम ने कहा कि अगर पैकेज लागू नहीं हो रहा है तो इसकी सूचना उन्हें दी जाए ।,दी,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1356,1,चिदंबरम ने कहा कि अगर पैकेज लागू नहीं हो रहा है तो इसकी सूचना उन्हें दी जाए ।,पैकेज,obj,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Karma,Kartā,no,yes,yes,yes
dev-s1356,1,चिदंबरम ने कहा कि अगर पैकेज लागू नहीं हो रहा है तो इसकी सूचना उन्हें दी जाए ।,हो,obj,advcl,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1357,1,वह इसके खिलाफ कड़े कदम उठाएंगे ।,इसके,iobj,obl,खिलाफ,खिलाफ,,,mapping_hypothesis,mapping_hypothesis,Sampradāna,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,yes
dev-s1357,1,वह इसके खिलाफ कड़े कदम उठाएंगे ।,कदम,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1359,1,उन्होंने कहा कि जिस तरह पिछले साल कृषि में विकास हुआ हम वैसा नहीं चाहते ।,चाहते,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1359,1,उन्होंने कहा कि जिस तरह पिछले साल कृषि में विकास हुआ हम वैसा नहीं चाहते ।,विकास,obj,nsubj,,,,,mapping_hypothesis,mapping_hypothesis,Karma,Kartā,no,yes,yes,yes
dev-s1359,1,उन्होंने कहा कि जिस तरह पिछले साल कृषि में विकास हुआ हम वैसा नहीं चाहते ।,हुआ,obj,acl:relcl,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1360,1,हम उम्मीद करते हैं कृषि में उचित दर से विकास हो ।,विकास,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1360,1,हम उम्मीद करते हैं कृषि में उचित दर से विकास हो ।,हो,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1361,1,अगर उद्योग और सेवाएं अपनी वृद्धि दर को बनाए रखते हैं तो हम 6 - 7.4 फीसदी की दर पर रह सकते हैं ।,6,compound,nummod,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1361,1,अगर उद्योग और सेवाएं अपनी वृद्धि दर को बनाए रखते हैं तो हम 6 - 7.4 फीसदी की दर पर रह सकते हैं ।,बनाए,root,advcl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1361,1,अगर उद्योग और सेवाएं अपनी वृद्धि दर को बनाए रखते हैं तो हम 6 - 7.4 फीसदी की दर पर रह सकते हैं ।,रखते,compound,advcl,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1361,1,अगर उद्योग और सेवाएं अपनी वृद्धि दर को बनाए रखते हैं तो हम 6 - 7.4 फीसदी की दर पर रह सकते हैं ।,रह,advcl,root,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1361,1,अगर उद्योग और सेवाएं अपनी वृद्धि दर को बनाए रखते हैं तो हम 6 - 7.4 फीसदी की दर पर रह सकते हैं ।,हैं,aux:pass,aux,,,,,no_decision,no_decision,,,no,yes,yes,yes
dev-s1362,1,उन्होंने कहा कि वह वृद्धि दर 7 फीसदी अवश्य चाहेंगे ।,दर,nmod,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1362,1,उन्होंने कहा कि वह वृद्धि दर 7 फीसदी अवश्य चाहेंगे ।,फीसदी,obj,acl,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1364,1,"हालांकि, यादव यह कहने से नहीं चूके कि वह इसी कांग्रेस से काफी लंबी लड़ाई लड़ चुके हैं और संघर्ष के दौरान उन्हें जेल भी जाना पड़ा था ।",कहने,advcl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
