sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s227,1,सीटों के तालमेल का फैसला सोरेन व सोनिया गांधी के बीच हुई मुलाकात के बाद लिया गया ।,सोरेन,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s229,1,"कांग्रेस की ओर से इस बैठक में अर्जुन सिंह, माखन लाल फोतेदार और कांग्रेस महासचिव व बिहार व झारखंड के प्रभारी हरिकेश बहादुर ने हिस्सा लिया ।",झारखंड,conj,nmod,,के,,,no_decision,no_decision,,,no,no,yes,yes
dev-s229,1,"कांग्रेस की ओर से इस बैठक में अर्जुन सिंह, माखन लाल फोतेदार और कांग्रेस महासचिव व बिहार व झारखंड के प्रभारी हरिकेश बहादुर ने हिस्सा लिया ।",बिहार,nmod,nmod,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s231,1,"लेकिन, इस समझौते से राजद और माकपा की भवें तन गई हैं ।",माकपा,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s231,1,"लेकिन, इस समझौते से राजद और माकपा की भवें तन गई हैं ।",राजद,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s240,1,"लिहाजा इसे पेशा नहीं माना जा सकता, जैसा कि बार काउंसिल के नियम २ (एच) में कहा गया है ।",एच,obl,obl,में,,R2,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s243,3,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",लोगों,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s243,1,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",संरक्षण,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s26,1,मूर्ति भगवान बुद्ध के बोधि प्राप्‍त करने से पूर्व की ध्‍यान मुद्रा में है ।,करने,nmod,obl,की,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s277,1,इस मामले की न्याययिक जांच की घोषणा करते हुए प्रधानमंत्री के मीडिया सलाहकार संजय बारू ने सोमवार को कहा कि न्यायमूर्ति आर. एस. पाठक की ओर से की जाने वाली जांच का दायरा व जांच के मुद्दों की घोषणा जल्द कर दी जाएगी ।,दायरा,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s277,1,इस मामले की न्याययिक जांच की घोषणा करते हुए प्रधानमंत्री के मीडिया सलाहकार संजय बारू ने सोमवार को कहा कि न्यायमूर्ति आर. एस. पाठक की ओर से की जाने वाली जांच का दायरा व जांच के मुद्दों की घोषणा जल्द कर दी जाएगी ।,मुद्दों,conj,nmod,,की,,,no_decision,no_decision,,,no,no,yes,yes
dev-s279,1,"बारू के मुताबिक, वीरेंद्र दयाल समिति वोल्कर रिपोर्ट से संबंधित तथ्यों और आंकड़ों को एकत्र करने के लिए संयुक्त राष्ट्र व अन्य सदस्य देशों की यात्रा करेगी ।",देशों,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s279,1,"बारू के मुताबिक, वीरेंद्र दयाल समिति वोल्कर रिपोर्ट से संबंधित तथ्यों और आंकड़ों को एकत्र करने के लिए संयुक्त राष्ट्र व अन्य सदस्य देशों की यात्रा करेगी ।",राष्ट्र,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s282,1,एक दिन पूर्व ईडी ने अंदलीब और उनके रिश्तेदारों के आवासों पर रेड कार्नर नोटिस चस्पा कर दिया था ।,अंदलीब,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s282,1,एक दिन पूर्व ईडी ने अंदलीब और उनके रिश्तेदारों के आवासों पर रेड कार्नर नोटिस चस्पा कर दिया था ।,रिश्तेदारों,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s288,1,पिछले साल बिहार में सत्ता परिवर्तन के बाद जद (यू) और भाजपा गठबंधन की सरकार आने पर उसने इस मामले पर अपना रुख स्पष्ट किया ।,गठबंधन,conj,nmod,,की,,,no_decision,no_decision,,,no,no,yes,yes
dev-s288,1,पिछले साल बिहार में सत्ता परिवर्तन के बाद जद (यू) और भाजपा गठबंधन की सरकार आने पर उसने इस मामले पर अपना रुख स्पष्ट किया ।,यू,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s29,1,इन सभी स्‍थानों पर इन भस्‍मों और अस्‍थियों के ऊपर स्‍तूप बनाए गए ।,अस्‍थियों,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s29,1,इन सभी स्‍थानों पर इन भस्‍मों और अस्‍थियों के ऊपर स्‍तूप बनाए गए ।,भस्‍मों,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s296,1,आर्थिक सर्वेक्षण २००३ - ०४ में शिक्षा और स्वास्थ्य को आर्थिक विकास की मानव पूंजी घोषित किया गया है और इसे विकास के बुनियादी ढांचे के बराबर का दर्जा दिया गया है ।,शिक्षा,obj,obj,,को,,R5,mapping_hypothesis,ambiguous,Karma,Karma|Sampradāna,yes,no,no,no
dev-s296,1,आर्थिक सर्वेक्षण २००३ - ०४ में शिक्षा और स्वास्थ्य को आर्थिक विकास की मानव पूंजी घोषित किया गया है और इसे विकास के बुनियादी ढांचे के बराबर का दर्जा दिया गया है ।,स्वास्थ्य,conj,conj,को,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s303,1,गौरतलब है कि वर्ष २००२ - ०३ के दौरान शिक्षा पर केंद्र और राज्य सरकार द्वारा कुल मिलाकर जीडीपी का मात्र ३ फीसदी ही व्यय किया गया ।,केंद्र,nmod,nsubj,,द्वारा,,,no_decision,mapping_hypothesis,,Kartā,no,no,yes,no
dev-s303,1,गौरतलब है कि वर्ष २००२ - ०३ के दौरान शिक्षा पर केंद्र और राज्य सरकार द्वारा कुल मिलाकर जीडीपी का मात्र ३ फीसदी ही व्यय किया गया ।,सरकार,nsubj:pass,conj,द्वारा,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s327,1,"लोकसभा में बहस के दौरान प्रधानमंत्री वाजपेयी ने अपने मंत्रियों लालकृष्ण आडवाणी, डॉ मुरली मनोहर जोशी और उमा भारती का खुलकर बचाव किया था ।",आडवाणी,nmod,obj,का,,,,no_decision,mapping_hypothesis,,Karma,no,no,yes,no
dev-s327,1,"लोकसभा में बहस के दौरान प्रधानमंत्री वाजपेयी ने अपने मंत्रियों लालकृष्ण आडवाणी, डॉ मुरली मनोहर जोशी और उमा भारती का खुलकर बचाव किया था ।",भारती,conj,conj,,का,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s333,1,लालू ने कहा कि जयललिता और उमा भारती के खिलाफ भी आरोप हैं लेकिन वे अपने पदों पर बनी हैं ।,जयललिता,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s333,1,लालू ने कहा कि जयललिता और उमा भारती के खिलाफ भी आरोप हैं लेकिन वे अपने पदों पर बनी हैं ।,भारती,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s340,1,लड़ाई के दिनों को याद करते हुए ब्रिगेडियर सिंह ने कहा कि टाइगर हिल और तोलोलिंग पर हमले के दौरान पाकिस्तानी सैनिकों ने प्वाइंट ५३५३ से हमारी सेना पर काफी गोलीबारी की थी ।,तोलोलिंग,conj,conj,पर,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s340,1,लड़ाई के दिनों को याद करते हुए ब्रिगेडियर सिंह ने कहा कि टाइगर हिल और तोलोलिंग पर हमले के दौरान पाकिस्तानी सैनिकों ने प्वाइंट ५३५३ से हमारी सेना पर काफी गोलीबारी की थी ।,हिल,obl,obl,,पर,,R3,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s348,1,प्रियंका की दादी पूर्व प्रधानमंत्री स्व. इंदिरा गांधी और पिता स्व. राजीव गांधी की रिट्रीट सर्वाधिक पसंदीदा जगहों में से रही है ।,गांधी,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s348,2,प्रियंका की दादी पूर्व प्रधानमंत्री स्व. इंदिरा गांधी और पिता स्व. राजीव गांधी की रिट्रीट सर्वाधिक पसंदीदा जगहों में से रही है ।,गांधी,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s368,1,गत रात्रि से मनाली की ऊंची चोटियों पर हिमपात व निचले क्षेत्रों में बारिश होने से समूचा क्षेत्र ठंड की चपेट में आ गया है ।,क्षेत्रों,nmod,conj,में,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s368,1,गत रात्रि से मनाली की ऊंची चोटियों पर हिमपात व निचले क्षेत्रों में बारिश होने से समूचा क्षेत्र ठंड की चपेट में आ गया है ।,हिमपात,compound,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s373,1,वहीं पर पशुओं के चारे व अन्य फसलों की बिजाई के लिए यह बारिश अति उत्तम मानी जा रही है ।,वहीं,obl,obl,पर,,R3,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s374,1,समय - समय पर हो रही बारिश तथा तापमान की अनुकूलता के कारण इस वर्ष अच्छी फसल होने की उम्मीद जताई जा रही है ।,अनुकूलता,conj,conj,के,कारण,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s374,1,समय - समय पर हो रही बारिश तथा तापमान की अनुकूलता के कारण इस वर्ष अच्छी फसल होने की उम्मीद जताई जा रही है ।,बारिश,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s4,1,"हिंदू राजाओं के काल में चीन से ह्वेन सांग, फाह्यान और इत्‍सिंग ने अपने यात्रा वृत्तांत में इस स्‍थान के गौरव का वर्णन किया है ।",इत्‍सिंग,conj,conj,,ने,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s4,1,"हिंदू राजाओं के काल में चीन से ह्वेन सांग, फाह्यान और इत्‍सिंग ने अपने यात्रा वृत्तांत में इस स्‍थान के गौरव का वर्णन किया है ।",सांग,nsubj,nsubj,ने,,R1,,confirmed,mapping_hypothesis,Kartā,Kartā,yes,no,no,no
dev-s403,1,उन्होंने साफ किया कि इस विषयक की जानकारी के लिए शंकराचार्य जी के प्रमुख सचिव श्री सुंदर व समन्वय समिति के सदस्यगण ही अधिकृत प्रवक्ता हैं ।,समिति,nmod,conj,के,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s403,1,उन्होंने साफ किया कि इस विषयक की जानकारी के लिए शंकराचार्य जी के प्रमुख सचिव श्री सुंदर व समन्वय समिति के सदस्यगण ही अधिकृत प्रवक्ता हैं ।,सुंदर,nsubj,nmod,,के,,,mapping_hypothesis,no_decision,Kartā,,no,no,yes,no
dev-s412,1,सूत्रों ने बताया कि वित्तीय जिम्मेदारी और बजट प्रबंधन कानून 2003 'एफआरबीएम' की शर्तो के मुताबिक वित्तीय घाटे को सकल घरेलू उत्पाद के 4.3 फीसदी से कम रखने का उपाय किया जा सकता है ।,एफआरबीएम,nmod,conj,की,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s412,1,सूत्रों ने बताया कि वित्तीय जिम्मेदारी और बजट प्रबंधन कानून 2003 'एफआरबीएम' की शर्तो के मुताबिक वित्तीय घाटे को सकल घरेलू उत्पाद के 4.3 फीसदी से कम रखने का उपाय किया जा सकता है ।,जिम्मेदारी,obl,nmod,,की,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s414,1,"इसमें बुनियादी, कृषि और सामाजिक क्षेत्रों में सार्वजनिक निवेश भी शामिल है ।",क्षेत्रों,conj,conj,,में,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s414,1,"इसमें बुनियादी, कृषि और सामाजिक क्षेत्रों में सार्वजनिक निवेश भी शामिल है ।",बुनियादी,amod,nmod,में,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s421,1,राज्यसभा सांसद और रिलायंस समूह के उपाध्यक्ष अनिल अंबानी ने अपना फोन टैप किये जाने का सनसनीखेज आरोप लगाया है ।,समूह,conj,nmod,,के,,,no_decision,no_decision,,,no,no,yes,yes
dev-s421,1,राज्यसभा सांसद और रिलायंस समूह के उपाध्यक्ष अनिल अंबानी ने अपना फोन टैप किये जाने का सनसनीखेज आरोप लगाया है ।,सांसद,nmod,nmod,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s434,1,अनिल ने कहा कि यदि इन लोगों ने यह हरकत की है तो संसद के चुने हुए सदस्य और एक नागरिक के तौर पर उनके संवैधानिक अधिकारों के संपूर्ण उल्लंघन और उनकी निजता का आपराधिक हनन है ।,नागरिक,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s434,1,अनिल ने कहा कि यदि इन लोगों ने यह हरकत की है तो संसद के चुने हुए सदस्य और एक नागरिक के तौर पर उनके संवैधानिक अधिकारों के संपूर्ण उल्लंघन और उनकी निजता का आपराधिक हनन है ।,सदस्य,nmod,nmod,के,तौर,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s444,1,इस संबंध में फैक्टरी मालिक राकेश ग्रोवर और ठेकेदार हरिकिशन के खिलाफ मामला दर्ज कर उनकी तलाश शुरू कर दी गई है ।,ग्रोवर,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s444,1,इस संबंध में फैक्टरी मालिक राकेश ग्रोवर और ठेकेदार हरिकिशन के खिलाफ मामला दर्ज कर उनकी तलाश शुरू कर दी गई है ।,हरिकिशन,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s450,1,फैक्टरी की पहली मंजिल तथा दूसरी मंजिल पर फोम तथा अन्य हौज़री का सामान रखा था ।,फोम,nmod,conj,का,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s450,1,फैक्टरी की पहली मंजिल तथा दूसरी मंजिल पर फोम तथा अन्य हौज़री का सामान रखा था ।,मंजिल,obl,obl,पर,,R3,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s450,2,फैक्टरी की पहली मंजिल तथा दूसरी मंजिल पर फोम तथा अन्य हौज़री का सामान रखा था ।,मंजिल,conj,conj,,पर,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s450,1,फैक्टरी की पहली मंजिल तथा दूसरी मंजिल पर फोम तथा अन्य हौज़री का सामान रखा था ।,हौज़री,conj,conj,,का,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,304ए,obl,conj,के,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,337,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,आगजनी,conj,nmod,,की,,,no_decision,no_decision,,,no,no,yes,yes
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,ग्रोवर,obl,obl,के,,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,ठेकेदार,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s463,1,उपायुक्त मधुप तिवारी ने बताया कि इस संबंध में फैक्टरी मालिक राकेश ग्रोवर तथा ठेकेदार के खिलाफ लापरवाही से हुई मौत तथा आगजनी की धारा 304ए तथा 337 के तहत मामला दर्ज किया गया है ।,मौत,nmod,obl,की,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s468,1,हालांकि अब तक भाजपा व एनडीए नेतृत्व की ओर से कांग्रेस के इस तर्क को कोई समर्थन नहीं मिला है कि सदनों के प्रमुखों के चार पदों में से कम से कम एक पद सत्ताधारी दल को मिलना चाहिए ।,नेतृत्व,conj,obl,,की,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s468,1,हालांकि अब तक भाजपा व एनडीए नेतृत्व की ओर से कांग्रेस के इस तर्क को कोई समर्थन नहीं मिला है कि सदनों के प्रमुखों के चार पदों में से कम से कम एक पद सत्ताधारी दल को मिलना चाहिए ।,भाजपा,obl,nmod,की,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s47,1,मंदिर का निर्माण थाईलैंड सरकार के सौजन्‍य से किया गया है ।,सौजन्‍य,case,obl,,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,no,no,no
dev-s488,1,केंद्रीय विद्यालय की १०वीं की छात्रा सृष्टि कृष्णमूर्ति के पिता और स्कूल के प्रधानाचार्य ने बताया कि सृष्टि ने भारत - पाक क्रिकेट सीरीज़ के बाद 'सिंबायोसिस' शीर्षक से एक कविता लिखकर मुशर्रफ को भेजी थी ।,पिता,nsubj,nsubj,ने,,R1,,confirmed,mapping_hypothesis,Kartā,Kartā,yes,no,no,no
dev-s488,1,केंद्रीय विद्यालय की १०वीं की छात्रा सृष्टि कृष्णमूर्ति के पिता और स्कूल के प्रधानाचार्य ने बताया कि सृष्टि ने भारत - पाक क्रिकेट सीरीज़ के बाद 'सिंबायोसिस' शीर्षक से एक कविता लिखकर मुशर्रफ को भेजी थी ।,प्रधानाचार्य,conj,conj,,ने,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s493,1,बजट पूर्व आर्थिक सर्वेक्षण में सरकार से सिफारिश की गई है कि इंटरनेट से ज्यादा से ज्यादा लोगों को जोड़ने के उपाय किए जाएं ।,बजट,nmod,compound,पूर्व,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s517,1,चंडीगढ़ व दिल्ली के सफदरजंग स्थित मौसम विभाग का कहना है कि इन राज्यों में मानसून के लिए स्थिति अनुकूल नहीं बन पाई है ।,चंडीगढ़,obl,nmod,,के,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s517,1,चंडीगढ़ व दिल्ली के सफदरजंग स्थित मौसम विभाग का कहना है कि इन राज्यों में मानसून के लिए स्थिति अनुकूल नहीं बन पाई है ।,दिल्ली,nmod,conj,के,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s519,1,मौसम विभाग के मुताबिक यमुनानगर जिले के छछरौली और फरीदाबाद जिले के पलवल में बुधवार को मानसून पूर्व बारिश हुई ।,छछरौली,obl,nmod,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s519,1,मौसम विभाग के मुताबिक यमुनानगर जिले के छछरौली और फरीदाबाद जिले के पलवल में बुधवार को मानसून पूर्व बारिश हुई ।,पलवल,conj,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s522,1,"यूपीए सरकार ने आठ फीसदी की विकास दर को बनाए रखने के लिए अपनी प्राथमिकताएं तय करते हुए इसे हासिल करने के लिए कृषि, शिक्षा, स्वास्थ्य व बुनियादी क्षेत्र पर विशेष घ्यान देने की बात कही है ।",कृषि,obl,obl,पर,,R3,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s522,1,"यूपीए सरकार ने आठ फीसदी की विकास दर को बनाए रखने के लिए अपनी प्राथमिकताएं तय करते हुए इसे हासिल करने के लिए कृषि, शिक्षा, स्वास्थ्य व बुनियादी क्षेत्र पर विशेष घ्यान देने की बात कही है ।",क्षेत्र,conj,conj,,पर,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s524,1,खासकर पेट्रोलियम पदार्थो की अंतर्राष्ट्रीय कीमतों में बढ़ोतरी रुझान को देखते हुए महंगाई और ब्याज दरों में तेजी आ सकती है ।,दरों,conj,conj,में,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s524,1,खासकर पेट्रोलियम पदार्थो की अंतर्राष्ट्रीय कीमतों में बढ़ोतरी रुझान को देखते हुए महंगाई और ब्याज दरों में तेजी आ सकती है ।,महंगाई,obl,obl,,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s525,1,इससे सरकार के अनुमान धरे के धरे रह सकते हैं ।,धरे,compound,obl,,के,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s528,1,उद्योग जगत की ओर से ऋण की मांग में बढ़ोतरी और राजकोषी घाटे में वृद्धि के कारण निम्न ब्याज दरों के फायदे छूमंतर हो सकते हैं ।,घाटे,conj,nmod,,में,,,no_decision,no_decision,,,no,no,yes,yes
dev-s528,1,उद्योग जगत की ओर से ऋण की मांग में बढ़ोतरी और राजकोषी घाटे में वृद्धि के कारण निम्न ब्याज दरों के फायदे छूमंतर हो सकते हैं ।,बढ़ोतरी,obl,obl,में,के,R2,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s528,1,उद्योग जगत की ओर से ऋण की मांग में बढ़ोतरी और राजकोषी घाटे में वृद्धि के कारण निम्न ब्याज दरों के फायदे छूमंतर हो सकते हैं ।,वृद्धि,obl,conj,के,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s582,1,जबकि कुछ प्रत्यक्षदर्शियों के मुताबिक हवारा और उसके साथी को दिल्ली पुलिस की स्पेशल ब्रांच ने पंजाब यूनीवर्सिटी के मुख्य द्वार से काबू किया है ।,साथी,conj,conj,को,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s582,1,जबकि कुछ प्रत्यक्षदर्शियों के मुताबिक हवारा और उसके साथी को दिल्ली पुलिस की स्पेशल ब्रांच ने पंजाब यूनीवर्सिटी के मुख्य द्वार से काबू किया है ।,हवारा,obj,nsubj,,को,,,mapping_hypothesis,mapping_hypothesis,Karma,Kartā,no,no,yes,yes
dev-s584,1,बताया जाता है कि दिल्ली के सिनेमा घरों में हुए विस्फोटों के एक आरोपी को नवांशहर से धरने के बाद दिल्ली पुलिस को उससे पूछ - ताछ में हवारा और उसके साथी के ठिकाने के बारे में पता लगा ।,धरने,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s585,1,पूछ - ताछ में दिल्ली पुलिस को पता लगा कि हवारा और उसका साथी पटियाला की पंजाब यूनीवर्सिटी में कुछ लोगों से मिलने गया है ।,ताछ,obl,compound,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s585,1,पूछ - ताछ में दिल्ली पुलिस को पता लगा कि हवारा और उसका साथी पटियाला की पंजाब यूनीवर्सिटी में कुछ लोगों से मिलने गया है ।,पूछ,compound,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s588,1,वहीं पर सादे कपड़ों में मौजूद दिल्ली पुलिस ने इस कार पर धावा बोल दिया ।,वहीं,obl,obl,पर,,R3,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s595,1,सूत्र बताते हैं कि हवारा की गिरफ्तारी को लेकर पंजाब पुलिस और दिल्ली पुलिस के बीच काफी विवाद भी चला ।,पुलिस,obl,obl,के,,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s595,2,सूत्र बताते हैं कि हवारा की गिरफ्तारी को लेकर पंजाब पुलिस और दिल्ली पुलिस के बीच काफी विवाद भी चला ।,पुलिस,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s60,1,महापरिनिर्वाण मंदिर से पहले बीच तालाब में बना भगवान बुद्ध का मंदिर और इसके सामने बना विशाल पगोडा पर्यटकों के आकर्षण का केंद्र है ।,तालाब,obl,obl,बीच,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s603,1,"इस कार्यक्रम में भारत के अलावा अफगानिस्तान, बांग्लादेश, कोरिया, थाईलैंड, वियतनाम, मॉरीशस, नेपाल, ओमान, श्रीलंका, घाना व उजबेकिस्तान के प्रतिनिधि भाग ले रहे हैं ।",अफगानिस्तान,nmod,nmod,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s603,1,"इस कार्यक्रम में भारत के अलावा अफगानिस्तान, बांग्लादेश, कोरिया, थाईलैंड, वियतनाम, मॉरीशस, नेपाल, ओमान, श्रीलंका, घाना व उजबेकिस्तान के प्रतिनिधि भाग ले रहे हैं ।",उजबेकिस्तान,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s605,1,उन्होंने कहा कि नियामक अधिकरणों और सार्वजनिक उपक्रमों की पारदर्शिता लेखा के मामले में महत्वपूर्ण होती जा रही है ।,अधिकरणों,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s605,1,उन्होंने कहा कि नियामक अधिकरणों और सार्वजनिक उपक्रमों की पारदर्शिता लेखा के मामले में महत्वपूर्ण होती जा रही है ।,उपक्रमों,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
