ud_split,ud_sent_id,ud_text,hdtb_split,hdtb_file,hdtb_sentence_index,hdtb_text,similarity_score
dev,dev-s86,यहाँ जाते समय पैरों के नीचे यत्र - तत्र हिम राशि खिसकती दिखाई पड़ती है ।,Development,1080422049_1.dat,5,यहाँ जाते समय पैरों के नीचे यत्र - तत्र हिम राशि खिसकती दिखाई पड़ती है ।,0.9790
dev,dev-s86,यहाँ जाते समय पैरों के नीचे यत्र - तत्र हिम राशि खिसकती दिखाई पड़ती है ।,Development,fullnews_id_2580833_date_8_7_2004.dat,4,उन्होंने कहा कि भारत - पाक के बीच समग्र बातचीत की प्रगति काफी संतोषजनक है ।,0.4354
dev,dev-s86,यहाँ जाते समय पैरों के नीचे यत्र - तत्र हिम राशि खिसकती दिखाई पड़ती है ।,Development,1080131085_1.dat,10,इसके बाद आम तौर पर पर्यटकों की निगाह महापरिनिर्वाण मंदिर की ओर पड़ती है ।,0.4138
dev,dev-s88,इनके समाप्त होने पर हरी बुग्याल 'दूब' मिलती है ।,Development,1080422049_1.dat,7,इनके समाप्त होने पर हरी बुग्याल ' दूब ' मिलती है ।,0.9796
dev,dev-s88,इनके समाप्त होने पर हरी बुग्याल 'दूब' मिलती है ।,Development,fullnews_id_2580817_date_8_7_2004.dat,5,उसके निशाने पर रेल मंत्रालय भी है ।,0.5301
dev,dev-s88,इनके समाप्त होने पर हरी बुग्याल 'दूब' मिलती है ।,Development,fullnews_id_2578406_date_7_7_2004.dat,18,इसके लिए प्रस्ताव पर चर्चा शुरू होने वाली है ।,0.4468
dev,dev-s89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,Development,1080422049_1.dat,8,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,0.9916
dev,dev-s89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,Development,fullnews_id_2585739_date_10_7_2004.dat,5,इस पर अध्यक्ष ने कहा कि प्रश्नकाल के बाद वह उनकी बात सुनेंगे लेकिन कांग्रेस के सदस्य हाल ही में टेंडर देने के मामले में सात लोगों की हत्या की जांच सीबीआई से कराने की मांग करते रहे ।,0.3500
dev,dev-s89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,Development,fullnews_id_2583223_date_9_7_2004.dat,14,बताया जाता है कि इसके पूर्व मधेपुरा से राजद के सांसद पप्पू यादव की उनसे मिलने बड़ी संख्या में आने वाले अनाधिकृत मुलाकातियों को रोकने के मामले में जेल महानिरीक्षक से भी नोक - झोंक हो चुकी है ।,0.3306
dev,dev-s91,"ऋषिकेश से केदारनाथ की दूरी 223 किमी है, जिसमें अंतिम दस किमी का अंश जो गौरीकुंड से केदारनाथ है वह पैदल, घोड़े या पालकी से जाना पड़ता है ।",Development,1080422049_1.dat,10,"ऋषिकेश से केदारनाथ की दूरी 223 किमी है , जिसमें अंतिम दस किमी का अंश जो गौरीकुंड से केदारनाथ है वह पैदल , घोड़े या पालकी से जाना पड़ता है ।",0.9708
dev,dev-s91,"ऋषिकेश से केदारनाथ की दूरी 223 किमी है, जिसमें अंतिम दस किमी का अंश जो गौरीकुंड से केदारनाथ है वह पैदल, घोड़े या पालकी से जाना पड़ता है ।",Development,fullnews_id_2578402_date_7_7_2004.dat,14,"वाजपेयी ने कहा था , जिन मंत्रियों को मंत्रिमंडल से हटाने की बात की जा रही है , उनके त्यागपत्र लेने का सवाल ही नहीं पैदा होता है ।",0.3534
dev,dev-s91,"ऋषिकेश से केदारनाथ की दूरी 223 किमी है, जिसमें अंतिम दस किमी का अंश जो गौरीकुंड से केदारनाथ है वह पैदल, घोड़े या पालकी से जाना पड़ता है ।",Development,fullnews_id_2578378_date_7_7_2004.dat,4,लोकसभा में पेश की गई अपनी रिपोर्ट में कमेटी का कहना है कि रेलवे को केंद्रीय मदद अब ५० फीसदी से भी अधिक मिलने लगी है ।,0.3465
dev,dev-s92,"यह उत्तराखंड का सबसे विशाल शिव मंदिर है, जो कटवाँ पत्थरों के विशाल शिलाखंडों को जोड़कर बनाया गया है ।",Development,1080422049_1.dat,12,"यह उत्तराखंड का सबसे विशाल शिव मंदिर है , जो कटवाँ पत्थरों के विशाल शिलाखंडों को जोड़कर बनाया गया है ।",0.9802
dev,dev-s92,"यह उत्तराखंड का सबसे विशाल शिव मंदिर है, जो कटवाँ पत्थरों के विशाल शिलाखंडों को जोड़कर बनाया गया है ।",Development,fullnews_id_2600213_date_16_7_2004.dat,3,बसु ने कहा कि बिहार विधानसभा चुनाव में वाम मतों को एकजुट रखना मुश्किल हो गया है ।,0.4286
dev,dev-s92,"यह उत्तराखंड का सबसे विशाल शिव मंदिर है, जो कटवाँ पत्थरों के विशाल शिलाखंडों को जोड़कर बनाया गया है ।",Development,fullnews_id_2583228_date_9_7_2004.dat,1,नेपाल में लोकतंत्र की बहाली के बिना अल्पसंख्यकों के हितों की बात करना क्या संभव हो पाएगा ।,0.3979
dev,dev-s95,"मंदिर के गर्भगृह में अर्धा के पास चारों कोनों पर चार सुदृढ़ पाषाण स्तंभ हैं, जहाँ से होकर प्रदक्षिणा होती है ।",Development,1080422049_1.dat,16,"मंदिर के गर्भगृह में अर्धा के पास चारों कोनों पर चार सुदृढ़ पाषाण स्तंभ हैं , जहाँ से होकर प्रदक्षिणा होती है ।",0.9818
dev,dev-s95,"मंदिर के गर्भगृह में अर्धा के पास चारों कोनों पर चार सुदृढ़ पाषाण स्तंभ हैं, जहाँ से होकर प्रदक्षिणा होती है ।",Development,fullnews_id_2580882_date_9_7_2004.dat,21,"उन्होंने कहा कि कृषि वानिकी में अपार संभावनाएं हैं , चूँकि भारत में हर साल ८ - ९ हजार करोड़ रुपये की लकड़ी आयात होती है ।",0.3755
dev,dev-s95,"मंदिर के गर्भगृह में अर्धा के पास चारों कोनों पर चार सुदृढ़ पाषाण स्तंभ हैं, जहाँ से होकर प्रदक्षिणा होती है ।",Development,fullnews_id_2578376_date_7_7_2004.dat,17,ऐसे में कश्मीर पर हमारा दृष्टिकोण कमजोर हुआ है और यह मुद्दा एक तरह से हमारे हाथ से निकल गया है ।,0.3689
dev,dev-s105,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,Development,1080422049_1.dat,26,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,0.9760
dev,dev-s105,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,Development,1080131085_1.dat,10,इसके बाद आम तौर पर पर्यटकों की निगाह महापरिनिर्वाण मंदिर की ओर पड़ती है ।,0.4265
dev,dev-s105,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,Development,fullnews_id_2583219_date_9_7_2004.dat,4,सरकारी आंकड़ों के अनुसार इनका अस्तित्व खतरे में है ।,0.4211
dev,dev-s132,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",Development,fullnews_id_2578377_date_7_7_2004.dat,5,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है , जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",0.9868
dev,dev-s132,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",Development,fullnews_id_2580884_date_9_7_2004.dat,18,रेडियो रिपोर्ट में वाइस एडमिरल दया संदागिरी के हवाले से कहा गया है कि सुनामी से मची तबाही में प्रभाकरन और अम्मान या तो मारे गए या वे लापता हैं ।,0.3851
dev,dev-s132,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",Development,fullnews_id_2578377_date_7_7_2004.dat,3,शंकररमन हत्याकांड के सिलसिले में ११ नवंबर को गिरफ्तार होने के बाद से शंकराचार्य न्यायिक हिरासत में हैं और वेल्लूर जेल में बंद हैं ।,0.3746
dev,dev-s136,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,Development,fullnews_id_2578378_date_7_7_2004.dat,1,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,0.9774
dev,dev-s136,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,Development,fullnews_id_2578378_date_7_7_2004.dat,12,"जबकि , चीन में बजट से पूरा किए जाने वाला रेलवे का खर्च सिर्फ ११ फीसदी है ।",0.4681
dev,dev-s136,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,Development,fullnews_id_2578380_date_7_7_2004.dat,4,सरकार ने इसके विभिन्न पहलुओं पर विचार के लिए समिति गठित की है ।,0.4615
dev,dev-s137,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,Development,fullnews_id_2578378_date_7_7_2004.dat,2,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,0.9900
dev,dev-s137,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,Development,fullnews_id_2580878_date_9_7_2004.dat,15,"उन्होंने बताया कि ऊर्जा , दूरसंचार , रेलवे , सड़कें , पेट्रोलियम , कोयला और नागरिक उड्डयन के तहत आने वाले सार्वजनिक क्षेत्र के उपक्रमों के लिए भारी निवेश किए जाएंगे ।",0.4000
dev,dev-s137,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,Development,fullnews_id_2583316_date_10_7_2004.dat,1,कश्मीर समस्या पर मध्यस्थता करने के अनुरोध को अमेरिका की ओर से सार्वजनिक रूप से खारिज किए जाने के बाद पाकिस्तान ने बृहस्पतिवार को इसके दशकों पुराने रुख में बदलाव की घोषणा की ।,0.3951
dev,dev-s143,"दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",Development,fullnews_id_2578378_date_7_7_2004.dat,8,"दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",0.9838
dev,dev-s143,"दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",Development,fullnews_id_2600215_date_16_7_2004.dat,10,इस विधेयक के मसौदे को केंद्रीय मंत्रिमंडल ने बुधवार को ही मंजूरी दी है ।,0.4485
dev,dev-s143,"दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",Development,fullnews_id_2580884_date_9_7_2004.dat,3,विद्रोहियों ने सरकार के दावे को खारिज करते हुए प्रभाकरन को महफूज़ बताया है ।,0.4405
dev,dev-s153,इसके बजाय भारत को अब धीरे - धीरे स्वपोषित वाणिज्यिक प्रणाली की ओर बढ़ना चाहिए ।,Development,fullnews_id_2578378_date_7_7_2004.dat,18,इसके बजाय भारत को अब धीरे - धीरे स्वपोषित वाणिज्यिक प्रणाली की ओर बढ़ना चाहिए ।,0.9809
dev,dev-s153,इसके बजाय भारत को अब धीरे - धीरे स्वपोषित वाणिज्यिक प्रणाली की ओर बढ़ना चाहिए ।,Development,fullnews_id_2578407_date_7_7_2004.dat,8,यह वित्तीय घाटे को कम करने के लिए सरकार के प्रयासों का मुख्य आधार बनेगा ।,0.4211
dev,dev-s153,इसके बजाय भारत को अब धीरे - धीरे स्वपोषित वाणिज्यिक प्रणाली की ओर बढ़ना चाहिए ।,Development,fullnews_id_2580833_date_8_7_2004.dat,4,उन्होंने कहा कि भारत - पाक के बीच समग्र बातचीत की प्रगति काफी संतोषजनक है ।,0.4156
dev,dev-s155,खुफिया ब्यूरो के निदेशक पद की दौड़ में शामिल वरिष्ठ अधिकारी एन. सी. पाधी को सचिव (सुरक्षा) नियुक्त किया गया है ।,Development,fullnews_id_2578379_date_7_7_2004.dat,1,खुफिया ब्यूरो के निदेशक पद की दौड़ में शामिल वरिष्ठ अधिकारी एन. सी. पाधी को सचिव ( सुरक्षा ) नियुक्त किया गया है ।,0.9778
dev,dev-s155,खुफिया ब्यूरो के निदेशक पद की दौड़ में शामिल वरिष्ठ अधिकारी एन. सी. पाधी को सचिव (सुरक्षा) नियुक्त किया गया है ।,Development,fullnews_id_2578414_date_8_7_2004.dat,12,अनिल ने इस निदेशक की मदद करने वाले रिलायंस समूह के दो वरिष्ठ अधिकारियों के नामों का भी उल्लेख किया है ।,0.4000
dev,dev-s155,खुफिया ब्यूरो के निदेशक पद की दौड़ में शामिल वरिष्ठ अधिकारी एन. सी. पाधी को सचिव (सुरक्षा) नियुक्त किया गया है ।,Development,fullnews_id_2583230_date_9_7_2004.dat,1,के. आर. नारायणन को देश के राष्ट्रपति के रूप में अपनी सक्रिय भूमिका के लिए हमेशा याद किया जाएगा ।,0.3942
dev,dev-s175,भारद्वाज के मुताबिक 'प्रणव मुखर्जी की कमेटी ने उस समय भी प्रधानमंत्री को लोकपाल के दायरे से बाहर रखने का सुझाव दिया था ।,Development,fullnews_id_2578380_date_7_7_2004.dat,16,भारद्वाज के मुताबिक ' प्रणव मुखर्जी की कमेटी ने उस समय भी प्रधानमंत्री को लोकपाल के दायरे से बाहर रखने का सुझाव दिया था ।,0.9959
dev,dev-s175,भारद्वाज के मुताबिक 'प्रणव मुखर्जी की कमेटी ने उस समय भी प्रधानमंत्री को लोकपाल के दायरे से बाहर रखने का सुझाव दिया था ।,Development,fullnews_id_2583298_date_10_7_2004.dat,11,लोकसभा में कांग्रेस के नेता प्रणव मुखर्जी ने कहा कि यह हमारे लोकतंत्र की परिपक्वता को दिखाता है कि लोकसभा अध्यक्ष और उपाध्यक्ष का चुनाव सर्वसम्मति से हुआ ।,0.4145
dev,dev-s175,भारद्वाज के मुताबिक 'प्रणव मुखर्जी की कमेटी ने उस समय भी प्रधानमंत्री को लोकपाल के दायरे से बाहर रखने का सुझाव दिया था ।,Development,fullnews_id_2580825_date_8_7_2004.dat,11,वसंत साठे के मामले में मुख्त्यार सिंह नामक एक व्यक्ति ने उनके गुरुद्धारा रकाबगंज में होने का दावा किया था ।,0.4141
dev,dev-s187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,Development,fullnews_id_2578381_date_7_7_2004.dat,1,भारतीय दूरसंचार नियामक प्राधिकरण ( ट्राई ) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,0.9864
dev,dev-s187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,Development,fullnews_id_2578381_date_7_7_2004.dat,8,दूरसंचार सेवा मुहैया कराने वाली टाटा टेलिसर्विस लिमिटेड और रिलायंस इंफोकॉम ने बाजार में कुछ समय पहले फिक्सड वायरलेस फोन उतारे थे ।,0.5669
dev,dev-s187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,Development,fullnews_id_2578381_date_7_7_2004.dat,2,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के ' वॉकी ' और ' अनलिमिटेड कार्डलेस ' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,0.4865
dev,dev-s188,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के 'वॉकी' और 'अनलिमिटेड कार्डलेस' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,Development,fullnews_id_2578381_date_7_7_2004.dat,2,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के ' वॉकी ' और ' अनलिमिटेड कार्डलेस ' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,0.9864
dev,dev-s188,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के 'वॉकी' और 'अनलिमिटेड कार्डलेस' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,Development,fullnews_id_2578419_date_8_7_2004.dat,5,राष्ट्रीय चयनकर्ताओं ने पाकिस्तान के खिलाफ हालिया सिरीज में सफलता हासिल करने वाले भारतीय दल के अधिकांश खिलाड़ियों को टीम में बरकरार रखा है ।,0.3662
dev,dev-s188,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के 'वॉकी' और 'अनलिमिटेड कार्डलेस' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,Development,fullnews_id_2580824_date_8_7_2004.dat,7,पासवान ने कहा कि उन्होंने अपने कार्यकर्ताओं से राज्य की सभी २४३ सीटों से चुनाव लड़ने के लिए तैयार रहने को कहा है ।,0.3488
dev,dev-s192,गौरतलब है कि लोकल फिक्सड फोन पर एडीसी नहीं देनी पड़ती है ।,Development,fullnews_id_2578381_date_7_7_2004.dat,6,NULL गौरतलब है कि लोकल फिक्सड फोन पर एडीसी नहीं देनी पड़ती है ।,0.9333
dev,dev-s192,गौरतलब है कि लोकल फिक्सड फोन पर एडीसी नहीं देनी पड़ती है ।,Development,fullnews_id_2583316_date_10_7_2004.dat,10,उन्हें लगता है कि दोनों चीजों के एक ही मायने हैं ।,0.4259
dev,dev-s192,गौरतलब है कि लोकल फिक्सड फोन पर एडीसी नहीं देनी पड़ती है ।,Development,fullnews_id_2580819_date_8_7_2004.dat,4,NULL गौरतलब है कि बृहस्पतिवार को लंदन में आतंकी हमला हुआ था ।,0.4034
dev,dev-s198,मोबाइल फोन की स्क्रीन पर फ्लैश होने वाले 'अनबिलिवेबल' और 'ऐस' नाम के ये वायरस आपके हैंडसेट को क्षति पहुंचा सकते हैं ।,Development,fullnews_id_2578382_date_7_7_2004.dat,3,मोबाइल फोन की स्क्रीन पर फ्लैश होने वाले ' अनबिलिवेबल ' और ' ऐस ' नाम के ये वायरस आपके हैंडसेट को क्षति पहुंचा सकते हैं ।,0.9832
dev,dev-s198,मोबाइल फोन की स्क्रीन पर फ्लैश होने वाले 'अनबिलिवेबल' और 'ऐस' नाम के ये वायरस आपके हैंडसेट को क्षति पहुंचा सकते हैं ।,Development,fullnews_id_2578382_date_7_7_2004.dat,4,"भारतीय सुरक्षा एजेंसियों ने यह चेतावनी जारी करते हुए कहा कि नए मोबाइल फोन पर वायरस से आने वाली ऐसी कॉल , हैंडसेट को क्षति पहुंचा सकती हैं ।",0.4375
dev,dev-s198,मोबाइल फोन की स्क्रीन पर फ्लैश होने वाले 'अनबिलिवेबल' और 'ऐस' नाम के ये वायरस आपके हैंडसेट को क्षति पहुंचा सकते हैं ।,Development,fullnews_id_2580829_date_8_7_2004.dat,7,जवानों के शवों को तलाशने और राहत कार्यों के लिए पश्चिमी कमान से हेलीकॉप्टर से गोताखोर दस्ता घटनास्थल पर पहुंचा है ।,0.3621
dev,dev-s202,मोहम्मद अली जिन्ना पर की गई टिथी से उठे विवाद में भाजपा पूरी तरह लालकृष्ण आडवाणी के साथ खड़ी है ।,Development,fullnews_id_2578383_date_7_7_2004.dat,1,मोहम्मद अली जिन्ना पर की गई टिथी से उठे विवाद में भाजपा पूरी तरह लालकृष्ण आडवाणी के साथ खड़ी है ।,0.9845
dev,dev-s202,मोहम्मद अली जिन्ना पर की गई टिथी से उठे विवाद में भाजपा पूरी तरह लालकृष्ण आडवाणी के साथ खड़ी है ।,Development,fullnews_id_2578416_date_8_7_2004.dat,7,मोहसिना किदवई को कांग्रेस नजमा हेपतुल्ला के माकूल जवाब की तरह देख रही है ।,0.3743
dev,dev-s202,मोहम्मद अली जिन्ना पर की गई टिथी से उठे विवाद में भाजपा पूरी तरह लालकृष्ण आडवाणी के साथ खड़ी है ।,Development,fullnews_id_2585744_date_10_7_2004.dat,1,भाजपा अध्यक्ष लाल कृष्ण आडवाणी के इस्तीफे की वापसी के बाद विश्व हिंदू परिषद के हाथ कुछ नहीं लगा है ।,0.3655
dev,dev-s210,"आडवाणी को मनाने उनके आवास पर पहुंचे भाजपा नेता साहिब सिंह वर्मा ने कहा, विहिप नेता प्रवीण तोगड़िया के बयान से अध्यक्ष जी आहत हैं ।",Development,fullnews_id_2578383_date_7_7_2004.dat,10,"आडवाणी को मनाने उनके आवास पर पहुंचे भाजपा नेता साहिब सिंह वर्मा ने कहा , विहिप नेता प्रवीण तोगड़िया के बयान से अध्यक्ष जी आहत हैं ।",0.9846
dev,dev-s210,"आडवाणी को मनाने उनके आवास पर पहुंचे भाजपा नेता साहिब सिंह वर्मा ने कहा, विहिप नेता प्रवीण तोगड़िया के बयान से अध्यक्ष जी आहत हैं ।",Development,fullnews_id_2585744_date_10_7_2004.dat,2,जिन्ना को सेक्यूलर बताने पर आडवाणी को राष्ट्रद्रोही बताने वाले विहिप नेता प्रवीण भाई तोगड़िया को निराशा हुई है ।,0.4398
dev,dev-s210,"आडवाणी को मनाने उनके आवास पर पहुंचे भाजपा नेता साहिब सिंह वर्मा ने कहा, विहिप नेता प्रवीण तोगड़िया के बयान से अध्यक्ष जी आहत हैं ।",Development,fullnews_id_2580871_date_9_7_2004.dat,14,"इस सवाल पर कि क्या एफडीआई सीमा बढ़ाने के फैसले पर पुनर्विचार करने की संभावना है , उन्होंने कहा कि काफी विचार - विमर्श के बाद यह फैसला किया गया है ।",0.3986
dev,dev-s212,मैं चाहता हूं कि संघ परिवार दबाव बनाकर प्रवीण तोगड़िया का बयान वापस कराए या फिर उन्हें विहिप से बाहर कर दिया जाए ।,Development,fullnews_id_2578383_date_7_7_2004.dat,12,मैं चाहता हूं कि संघ परिवार दबाव बनाकर प्रवीण तोगड़िया का बयान वापस कराए या फिर उन्हें विहिप से बाहर कर दिया जाए ।,0.9868
dev,dev-s212,मैं चाहता हूं कि संघ परिवार दबाव बनाकर प्रवीण तोगड़िया का बयान वापस कराए या फिर उन्हें विहिप से बाहर कर दिया जाए ।,Development,fullnews_id_2585737_date_10_7_2004.dat,5,"यह पूछे जाने पर कि क्या उनकी सरकार को गिराने का संदेह है , यादव ने कहा कि उन्हें हटाना आसान काम नहीं है ।",0.3927
dev,dev-s212,मैं चाहता हूं कि संघ परिवार दबाव बनाकर प्रवीण तोगड़िया का बयान वापस कराए या फिर उन्हें विहिप से बाहर कर दिया जाए ।,Development,fullnews_id_2578414_date_8_7_2004.dat,10,माना जा रहा है कि सरकार ने प्रारंभिक जांच के लिए यह खुफिया एजेंसियों के पास भेज दिया है ।,0.3842
dev,dev-s213,दूसरी ओर भाजपा की तेजतर्रार नेता उमा भारती ने कहा कि आडवाणी के इस्तीफे और पाकिस्तान में की गई उनकी टिप्पणियों से जुड़े मुद्दे पर बहस की जरूरत है ।,Development,fullnews_id_2578383_date_7_7_2004.dat,14,दूसरी ओर भाजपा की तेजतर्रार नेता उमा भारती ने कहा कि आडवाणी के इस्तीफे और पाकिस्तान में की गई उनकी टिप्पणियों से जुड़े मुद्दे पर बहस की जरूरत है ।,0.9897
dev,dev-s213,दूसरी ओर भाजपा की तेजतर्रार नेता उमा भारती ने कहा कि आडवाणी के इस्तीफे और पाकिस्तान में की गई उनकी टिप्पणियों से जुड़े मुद्दे पर बहस की जरूरत है ।,Development,fullnews_id_2585727_date_10_7_2004.dat,3,जंग अखबार से बातचीत करते हुए मुशर्रफ ने कहा कि भारत - पाक रिश्ते में अपेक्षित सुधार के लिए कश्मीर समस्या का समाधान जरूरी है ।,0.4354
dev,dev-s213,दूसरी ओर भाजपा की तेजतर्रार नेता उमा भारती ने कहा कि आडवाणी के इस्तीफे और पाकिस्तान में की गई उनकी टिप्पणियों से जुड़े मुद्दे पर बहस की जरूरत है ।,Development,fullnews_id_2578416_date_8_7_2004.dat,5,भाजपा की नेता सुषमा स्वराज ने इस तर्क को खारिज करते हुए कहा कि भैंरो सिंह शेखावत उपराष्ट्रपति हैं और उन्हें किसी दल का व्यक्ति नहीं माना जा सकता ।,0.3836
dev,dev-s218,दूसरी ओर केंद्र में सत्तारूढ़ यूपीए के एक प्रमुख घटक राजद और उसे बाहर से समर्थन दे रहे माकपा ने इसे एकतरफा करार दिया है ।,Development,fullnews_id_2578384_date_7_7_2004.dat,3,दूसरी ओर केंद्र में सत्तारूढ़ यूपीए के एक प्रमुख घटक राजद और उसे बाहर से समर्थन दे रहे माकपा ने इसे एकतरफा करार दिया है ।,0.9876
dev,dev-s218,दूसरी ओर केंद्र में सत्तारूढ़ यूपीए के एक प्रमुख घटक राजद और उसे बाहर से समर्थन दे रहे माकपा ने इसे एकतरफा करार दिया है ।,Development,fullnews_id_2585742_date_10_7_2004.dat,5,पंजाब अधिकार मंच की ओर से मिली एक शिकायत के मद्देनजर सिंह ने लिखकर सिंघल से इस मुद्दे पर ' पक्का बयान ' चाहा था ।,0.3932
dev,dev-s218,दूसरी ओर केंद्र में सत्तारूढ़ यूपीए के एक प्रमुख घटक राजद और उसे बाहर से समर्थन दे रहे माकपा ने इसे एकतरफा करार दिया है ।,Development,fullnews_id_2578378_date_7_7_2004.dat,17,इसलिए भारत में रेलवे के सभी कार्यक्रम और योजनाएं तकरीबन पूरी तरह से सरकार से मिलने वाले बजट पर ही निर्भर हैं ।,0.3810
dev,dev-s221,सीटों के इस विवाद से राज्य में सत्तारूढ़ भाजपा के खिलाफ एक मजबूत गठबंधन खड़ा करने की कोशिशों पर पानी फिर गया है ।,Development,fullnews_id_2578384_date_7_7_2004.dat,6,सीटों के इस विवाद से राज्य में सत्तारूढ़ भाजपा के खिलाफ एक मजबूत गठबंधन खड़ा करने की कोशिशों पर पानी फिर गया है ।,0.9732
