ud_split,ud_sent_id,ud_text,normalized_text
train,train-s1927,"६.२९ से ७.०० बजे तक 'प्रतिनिधि केंद्रों से डिजिटल आंकड़े डाउनलोड किए गए, जिसमें लगभग आधा घंटा लग गया","६.२९ से ७.०० बजे तक 'प्रतिनिधि केंद्रों से डिजिटल आंकड़े डाउनलोड किए गए, जिसमें लगभग आधा घंटा लग गया"
train,train-s1930,रिपोर्ट में कहा गया है कि '1 २६ जनवरी को सुबह ७ से ८ बजे के बीच दक्षिणी राज्यों के कई हिस्सों से फ़ोन से सूचना मिली कि उनके क्षेत्र में भूकंप के झटके महसूस किए गए हैं.,रिपोर्ट में कहा गया है कि '1 २६ जनवरी को सुबह ७ से ८ बजे के बीच दक्षिणी राज्यों के कई हिस्सों से फ़ोन से सूचना मिली कि उनके क्षेत्र में भूकंप के झटके महसूस किए गए हैं.
train,train-s1932,अतः विभाग द्वारा टेलीफ़ोन पर तुरंत इस सूचना (भूकंप को झुठलाने की खबर) को प्रसारित करने पर जोर दिया गया,अतः विभाग द्वारा टेलीफ़ोन पर तुरंत इस सूचना (भूकंप को झुठलाने की खबर) को प्रसारित करने पर जोर दिया गया
train,train-s1938,मौसम विभाग ने आंकड़ों का विस्तृत विश्लेषण जारी रखा.,मौसम विभाग ने आंकड़ों का विस्तृत विश्लेषण जारी रखा.
train,train-s1939,रिपोर्ट के मुताबिक '1 मौसम विभाग द्वारा इस बात को नोट किया गया कि भारतीय क्षेत्र से दूर आए भूकंप की तीव्रता काफ़ी अधिक है.,रिपोर्ट के मुताबिक '1 मौसम विभाग द्वारा इस बात को नोट किया गया कि भारतीय क्षेत्र से दूर आए भूकंप की तीव्रता काफ़ी अधिक है.
train,train-s1940,इसकी तीव्रता की पुष्टि करने के लिए और अधिक आंकड़ों को डाउनलोड किया गया,इसकी तीव्रता की पुष्टि करने के लिए और अधिक आंकड़ों को डाउनलोड किया गया
train,train-s1941,मौसम विभाग आंकड़े डाउनलोड करता रहा और सुनामी लहरें लोंगों को लीलने लगीं.,मौसम विभाग आंकड़े डाउनलोड करता रहा और सुनामी लहरें लोंगों को लीलने लगीं.
train,train-s1946,लेकिन पाकिस्तान ने इस मुद्दे को कुछ ऐसी शर्तों के साथ जोड़ दिया है जिन्हें स्वीकार नहीं किया जा सकता.,लेकिन पाकिस्तान ने इस मुद्दे को कुछ ऐसी शर्तों के साथ जोड़ दिया है जिन्हें स्वीकार नहीं किया जा सकता.
train,train-s1947,राज्यसभा में प्रश्नकाल के दौरान विदेश मंत्री नटवर सिंह ने कहा कि पाकिस्तानी राष्ट्रपति परवेज़ मुशर्रफ़ हाल के भारत दौरे में इस बात से सहमत थे कि सियाचिन मसले के हल के लिए तत्काल कदम उठाए जाने की आवश्यकता है.,राज्यसभा में प्रश्नकाल के दौरान विदेश मंत्री नटवर सिंह ने कहा कि पाकिस्तानी राष्ट्रपति परवेज़ मुशर्रफ़ हाल के भारत दौरे में इस बात से सहमत थे कि सियाचिन मसले के हल के लिए तत्काल कदम उठाए जाने की आवश्यकता है.
train,train-s1949,नटवर सिंह ने कहा कि परवेज़ मुशर्रफ़ के भारत दौरे में सियाचिन मसले को प्रमुखता से उठाया गया था.,नटवर सिंह ने कहा कि परवेज़ मुशर्रफ़ के भारत दौरे में सियाचिन मसले को प्रमुखता से उठाया गया था.
train,train-s1951,नटवर सिंह ने कहा कि इस समय दुनिया के सबसे ऊंचाई पर स्थित लड़ाई के मैदान सियाचिन में भारत -JOIN पाकिस्तान के बीच कोई तनाव नहीं है.,नटवर सिंह ने कहा कि इस समय दुनिया के सबसे ऊंचाई पर स्थित लड़ाई के मैदान सियाचिन में भारत -JOIN पाकिस्तान के बीच कोई तनाव नहीं है.
train,train-s1953,नेपाल में हाल में हुई नए राजनीतिक घटनाक्रम पर भारत ने कहा है कि वहां के नरेश ज्ञानेंद्र द्वारा देश में आपातकाल हटाए जाने व राजनीतिक बंदियों के छोड़े जाने के आश्वासन के बाद ऐसा किया जाना दुखद है.,नेपाल में हाल में हुई नए राजनीतिक घटनाक्रम पर भारत ने कहा है कि वहां के नरेश ज्ञानेंद्र द्वारा देश में आपातकाल हटाए जाने व राजनीतिक बंदियों के छोड़े जाने के आश्वासन के बाद ऐसा किया जाना दुखद है.
train,train-s1954,"इस बारे में राज्यसभा में एक प्रश्न के जवाब में विदेश मंत्री नटवर सिंह ने कहा कि नेपाल नरेश ज्ञानेंद्र द्वारा प्रधानमंत्री मनमोहन सिंह व उन्हें देश में आपातकाल हटाए जाने, राजनीतिक कैदियों के छोड़े जाने व लोकतांत्रिक प्रक्रिया जल्द शुरू किए जाने के आश्वासन देने के बाद यह कार्रवाई करना खेद जनक है.","इस बारे में राज्यसभा में एक प्रश्न के जवाब में विदेश मंत्री नटवर सिंह ने कहा कि नेपाल नरेश ज्ञानेंद्र द्वारा प्रधानमंत्री मनमोहन सिंह व उन्हें देश में आपातकाल हटाए जाने, राजनीतिक कैदियों के छोड़े जाने व लोकतांत्रिक प्रक्रिया जल्द शुरू किए जाने के आश्वासन देने के बाद यह कार्रवाई करना खेद जनक है."
train,train-s1960,कार निकोबार की रणनीतिक भौगोलिक स्थिति को ध्यान में रखते हुए वायु सेना की इस छोटे से बेस को सुखोई - ३० एमकेआई विमान तैनात कर देश का एक बड़ा लड़ाकू बेस बनाने की योजना थी.,कार निकोबार की रणनीतिक भौगोलिक स्थिति को ध्यान में रखते हुए वायु सेना की इस छोटे से बेस को सुखोई-३० एमकेआई विमान तैनात कर देश का एक बड़ा लड़ाकू बेस बनाने की योजना थी.
train,train-s1961,"इसके तहत वायुसेना की ५ जनवरी से बेस पर दो सुखोई - ३० विमान तैनात किए जाने थे, लेकिन रविवार को आए तूफ़ान ने इस योजना पर फ़िलहाल पानी फेर दिया है.","इसके तहत वायुसेना की ५ जनवरी से बेस पर दो सुखोई-३० विमान तैनात किए जाने थे, लेकिन रविवार को आए तूफ़ान ने इस योजना पर फ़िलहाल पानी फेर दिया है."
train,train-s1962,हालांकि वायुसेना की योजना को लेकर आश्वस्त एअर चीफ़ मार्शल एस. कृष्णास्वामी का कहना है कि हम अगले छह महीनों में बेस से लड़ाकू विमान उड़ाना शुरू कर देंगे.,हालांकि वायुसेना की योजना को लेकर आश्वस्त एअर चीफ़ मार्शल एस. कृष्णास्वामी का कहना है कि हम अगले छह महीनों में बेस से लड़ाकू विमान उड़ाना शुरू कर देंगे.
train,train-s1963,समुद्री तूफ़ान के बाद में बेस में हुए नुकसान का व्यक्तिगत रूप से जायजा लेने के बाद उन्होंने कहा कि एक वर्ष में हम बेस को पूरी तरह ऑपरेशनल बना देंगे.,समुद्री तूफ़ान के बाद में बेस में हुए नुकसान का व्यक्तिगत रूप से जायजा लेने के बाद उन्होंने कहा कि एक वर्ष में हम बेस को पूरी तरह ऑपरेशनल बना देंगे.
train,train-s1966,गौरतलब है कि दूसरे विश्व युद्ध के समय ब्रिटेन के साथ - साथ अमेरिका की सेनाएं दक्षिण एशिया में जापानी सेनाओं के खिलाफ़ अंडमान -JOIN निकोबार का इस्तेमाल करती थीं.,गौरतलब है कि दूसरे विश्व युद्ध के समय ब्रिटेन के साथ-साथ अमेरिका की सेनाएं दक्षिण एशिया में जापानी सेनाओं के खिलाफ़ अंडमान -JOIN निकोबार का इस्तेमाल करती थीं.
train,train-s1970,श्रीनगर में पारा लुढ़ककर ०.५ डिग्री सेल्सियस हो गया.,श्रीनगर में पारा लुढ़ककर ०.५ डिग्री सेल्सियस हो गया.
train,train-s1973,आधिकारिक सूत्रों ने बताया कि जम्मू व कश्मीर में बारामुला के गुलमर्ग स्थित स्कींग रिजार्ट में बर्फ़ की पांच इंच मोटी परत बिछ गई.,आधिकारिक सूत्रों ने बताया कि जम्मू व कश्मीर में बारामुला के गुलमर्ग स्थित स्कींग रिजार्ट में बर्फ़ की पांच इंच मोटी परत बिछ गई.
train,train-s1974,पूरे कुपवाड़ा जिले में जगह -JOIN जगह बर्फ़ की छह इंच से लेकर दो फीट मोटी पर्त तक देखी गई.,पूरे कुपवाड़ा जिले में जगह -JOIN जगह बर्फ़ की छह इंच से लेकर दो फीट मोटी पर्त तक देखी गई.
train,train-s1975,श्रीनगर में आज हुई बर्फ़बारी से तापमान गिरकर ०.५ डिग्री सेल्सियस हो गया.,श्रीनगर में आज हुई बर्फ़बारी से तापमान गिरकर ०.५ डिग्री सेल्सियस हो गया.
train,train-s1976,पहाड़ों की यह सर्दी मैदानी इलाकों को भी कंपकंपा गई.,पहाड़ों की यह सर्दी मैदानी इलाकों को भी कंपकंपा गई.
train,train-s1977,यहां पारा लुढ़कर शून्य डिग्री हो गया है.,यहां पारा लुढ़कर शून्य डिग्री हो गया है.
train,train-s1980,जबकि राष्ट्रीय राजधानी दिल्ली में मंगलवार को इस मौसम की सबसे अधिक ठंड पड़ी.,जबकि राष्ट्रीय राजधानी दिल्ली में मंगलवार को इस मौसम की सबसे अधिक ठंड पड़ी.
train,train-s1984,पालम क्षेत्र में तड़के जबरदस्त कोहरा छा गया जिसके कारण पांच सौ मीटर की दूरी पर भी दिखना बंद हो गया.,पालम क्षेत्र में तड़के जबरदस्त कोहरा छा गया जिसके कारण पांच सौ मीटर की दूरी पर भी दिखना बंद हो गया.
train,train-s1985,इसके चलते समय पर विमानों की उड़ानों में दिक्कतें आई.,इसके चलते समय पर विमानों की उड़ानों में दिक्कतें आई.
train,train-s1986,लेकिन भारतीय विमान पत्तन के प्रवक्ता के अनुसार विमानों के उतरने व उड़ान भरने भर की रोशनी थी.,लेकिन भारतीय विमान पत्तन के प्रवक्ता के अनुसार विमानों के उतरने व उड़ान भरने भर की रोशनी थी.
train,train-s1988,इसलिए सुबह सड़कों पर भी यातायात न के बराबर रहा.,इसलिए सुबह सड़कों पर भी यातायात न के बराबर रहा.
train,train-s1989,राजधानी में वाहन फ़ॉग लाइट के बावजूद रेंगते नज़र आए.,राजधानी में वाहन फ़ॉग लाइट के बावजूद रेंगते नज़र आए.
train,train-s1991,"इनमें दिल्ली से हावड़ा जनता एक्सप्रेस, दिल्ली - मालदा फरक्का एक्सप्रेस, मुगलसराय -JOIN बरेली एक्सप्रेस, दिल्ली - मुगलसराय लालकिला एक्सप्रेस, अंबाला -JOIN इलाहाबाद ऊंचाहार एक्सप्रेस, दिल्ली - फरुखाबाद कालिंदी एक्सप्रेस व नई दिल्ली - रीवां एक्सप्रेस शामिल हैं.","इनमें दिल्ली से हावड़ा जनता एक्सप्रेस, दिल्ली-मालदा फरक्का एक्सप्रेस, मुगलसराय -JOIN बरेली एक्सप्रेस, दिल्ली-मुगलसराय लालकिला एक्सप्रेस, अंबाला -JOIN इलाहाबाद ऊंचाहार एक्सप्रेस, दिल्ली-फरुखाबाद कालिंदी एक्सप्रेस व नई दिल्ली-रीवां एक्सप्रेस शामिल हैं."
train,train-s1993,अमेरिकी अंतरिक्ष एजेंसी नासा के पिट्जर टेलीस्कोप की इस ताजा खोज से खगोल विज्ञानियों में काफ़ी उत्साह है.,अमेरिकी अंतरिक्ष एजेंसी नासा के पिट्जर टेलीस्कोप की इस ताजा खोज से खगोल विज्ञानियों में काफ़ी उत्साह है.
train,train-s1994,नए ग्रह के अध्ययन से अंतरिक्ष की कुछ गूढ़ गुत्थियां सुलझ सकती हैं.,नए ग्रह के अध्ययन से अंतरिक्ष की कुछ गूढ़ गुत्थियां सुलझ सकती हैं.
train,train-s1998,वैज्ञानिक इसे 'बेबी प्लेनेट' भी कह रहे हैं.,वैज्ञानिक इसे 'बेबी प्लेनेट' भी कह रहे हैं.
train,train-s2001,पृथ्वी और इसके सभी पड़ोसी ग्रह लगभग साढ़े चार अरब साल पुराने हैं.,पृथ्वी और इसके सभी पड़ोसी ग्रह लगभग साढ़े चार अरब साल पुराने हैं.
train,train-s2004,नासा मुख्यालय में वाटसन ने बताया कि यह 'बेबी प्लेनेट' दस लाख साल पुराना है और हमारे द्वारा अभी तक देखे गए ग्रहों में यह सबसे युवा है.,नासा मुख्यालय में वाटसन ने बताया कि यह 'बेबी प्लेनेट' दस लाख साल पुराना है और हमारे द्वारा अभी तक देखे गए ग्रहों में यह सबसे युवा है.
train,train-s2009,बॉस ने कहा कि अगर यह सच है तो इसमें ग्रहीय प्रणाली के संदर्भ में 'गूढ़ निहितार्थ' है.,बॉस ने कहा कि अगर यह सच है तो इसमें ग्रहीय प्रणाली के संदर्भ में 'गूढ़ निहितार्थ' है.
train,train-s2014,"इसके पास ही पिट्जर टेलीस्कोप ने कुछ धूल के कणों के साक्ष्य भी पाए गए हैं जो बर्फ़, मिथेनॉल और कार्बन डाइऑक्साइड की परत से ढंके हैं.","इसके पास ही पिट्जर टेलीस्कोप ने कुछ धूल के कणों के साक्ष्य भी पाए गए हैं जो बर्फ़, मिथेनॉल और कार्बन डाइऑक्साइड की परत से ढंके हैं."
train,train-s2024,ये तमाम मामले पुंछ जिले के मेंधर शहर से जुड़े हैं.,ये तमाम मामले पुंछ जिले के मेंधर शहर से जुड़े हैं.
train,train-s2031,उल्लेखनीय है कि पिछले साल एक फ़र्जी भारतीय नागरिक द्वारा संसदीय चुनाव लड़ने का मामला प्रकाश में आया था.,उल्लेखनीय है कि पिछले साल एक फ़र्जी भारतीय नागरिक द्वारा संसदीय चुनाव लड़ने का मामला प्रकाश में आया था.
train,train-s2032,फकर दीन नामक पाकिस्तानी नागरिक के पुत्र जुल्फ़िकार ने स्थायी निवासी होने का प्रमाण हासिल कर पुंछ के सल्वा गांव में जमीन - जायदाद खरीदी थी.,फकर दीन नामक पाकिस्तानी नागरिक के पुत्र जुल्फ़िकार ने स्थायी निवासी होने का प्रमाण हासिल कर पुंछ के सल्वा गांव में जमीन-जायदाद खरीदी थी.
train,train-s2035,मेंधर के सब - डिवीजनल मजिस्ट्रेट और पुंछ के उपायुक्त द्वारा सौंपी गयी रिपोर्ट के आधार पर जम्मू के डिवीजनल आयुक्त वी. आर. शर्मा ने जुल्फ़िकार और उसके परिवार का स्थायी निवासी वाला प्रमाण रद्द करने का आदेश दिया.,मेंधर के सब-डिवीजनल मजिस्ट्रेट और पुंछ के उपायुक्त द्वारा सौंपी गयी रिपोर्ट के आधार पर जम्मू के डिवीजनल आयुक्त वी. आर. शर्मा ने जुल्फ़िकार और उसके परिवार का स्थायी निवासी वाला प्रमाण रद्द करने का आदेश दिया.
train,train-s2036,वैसे जुल्फ़िकार का परिवार खुद को भारतीय नागरिक बताता रहा.,वैसे जुल्फ़िकार का परिवार खुद को भारतीय नागरिक बताता रहा.
train,train-s2037,अधिकारी मानते हैं कि राज्य में फ़र्जी भारतीय नागरिकों की संख्या काफ़ी अधिक होगी.,अधिकारी मानते हैं कि राज्य में फ़र्जी भारतीय नागरिकों की संख्या काफ़ी अधिक होगी.
train,train-s2038,गुजरात के मुख्यमंत्री नरेंद्र मोदी के खिलाफ़ बागियों का नेतृत्व करने वाले पुरुषोत्तम सोलंकी के विरुद्ध कड़ा रुख अपनाते हुए भाजपा ने उन्हें शुक्रवार को कारण बताओ नोटिस जारी कर दिया.,गुजरात के मुख्यमंत्री नरेंद्र मोदी के खिलाफ़ बागियों का नेतृत्व करने वाले पुरुषोत्तम सोलंकी के विरुद्ध कड़ा रुख अपनाते हुए भाजपा ने उन्हें शुक्रवार को कारण बताओ नोटिस जारी कर दिया.
train,train-s2046,भाजपा के एक बड़े वर्ग का मानना है कि गुजरात के दंगों में मोदी सरकार की भूमिका के कारण मुसलमानों में भारी नाराजगी थी और उन्होंने भाजपा विरोधियों को जमकर वोट डाले.,भाजपा के एक बड़े वर्ग का मानना है कि गुजरात के दंगों में मोदी सरकार की भूमिका के कारण मुसलमानों में भारी नाराजगी थी और उन्होंने भाजपा विरोधियों को जमकर वोट डाले.
train,train-s2047,बिहार से हारे पूर्व केंद्रीय मंत्री शाहनवाज हुसैन सार्वजनिक रूप से पार्टी मुख्यालय में कह रहे हैं कि उनकी हार की सबसे बड़ी वजह मोदी हैं.,बिहार से हारे पूर्व केंद्रीय मंत्री शाहनवाज हुसैन सार्वजनिक रूप से पार्टी मुख्यालय में कह रहे हैं कि उनकी हार की सबसे बड़ी वजह मोदी हैं.
train,train-s2053,भाजपा के प्रदेश अध्यक्ष राजेंद्र सिंह राणा ने बताया कि नायडू ने नोटिस में सोलंकी से माफ़ीनामा देने को कहा है.,भाजपा के प्रदेश अध्यक्ष राजेंद्र सिंह राणा ने बताया कि नायडू ने नोटिस में सोलंकी से माफ़ीनामा देने को कहा है.
train,train-s2056,दिलचस्प तथ्य यह है कि कुछ साल पहले लगभग ऐसी ही परिस्थितियां खड़ी करके गुजरात के तत्कालीन मुख्यमंत्री केशूभाई पटेल का तख्ता पलट दिया गया था और उसमें नरेंद्र मोदी ने अहम भूमिका निभाई थी.,दिलचस्प तथ्य यह है कि कुछ साल पहले लगभग ऐसी ही परिस्थितियां खड़ी करके गुजरात के तत्कालीन मुख्यमंत्री केशूभाई पटेल का तख्ता पलट दिया गया था और उसमें नरेंद्र मोदी ने अहम भूमिका निभाई थी.
train,train-s2066,इस कोष में दान दी गई रकम पर आयकर की १०० फ़ीसदी छूट प्राप्त है.,इस कोष में दान दी गई रकम पर आयकर की १०० फ़ीसदी छूट प्राप्त है.
train,train-s2068,"पर ध्यान रहे, आप अपनी कुल आमदनी के १० फ़ीसदी से अधिक की दान राशि पर कर छूट का दावा नहीं कर सकते.","पर ध्यान रहे, आप अपनी कुल आमदनी के १० फ़ीसदी से अधिक की दान राशि पर कर छूट का दावा नहीं कर सकते."
train,train-s2069,गौरतलब है कि किसी भी संस्था को दान देकर दान की रकम पर १०० फ़ीसदी कर राहत का दावा नहीं किया जा सकता.,गौरतलब है कि किसी भी संस्था को दान देकर दान की रकम पर १०० फ़ीसदी कर राहत का दावा नहीं किया जा सकता.
train,train-s2070,सेक्शन ८० जी के तहत ५० फ़ीसदी से लेकर १०० फ़ीसदी तक की छूट का प्रावधान है.,सेक्शन ८० जी के तहत ५० फ़ीसदी से लेकर १०० फ़ीसदी तक की छूट का प्रावधान है.
train,train-s2071,"आयकर अधिवक्ता अरविंद शर्मा कहते हैं - आयकर अधिनियम की धारा ८० जी के अंतर्गत केवल उन्हीं संस्थाओं को दान देने दान की रकम पर १०० फ़ीसदी कर छूट प्राप्त होती है, जिन्हें धारा ३५ एसी के तहत दान संग्रह करने की अनुमति दी गई है.","आयकर अधिवक्ता अरविंद शर्मा कहते हैं-आयकर अधिनियम की धारा ८० जी के अंतर्गत केवल उन्हीं संस्थाओं को दान देने दान की रकम पर १०० फ़ीसदी कर छूट प्राप्त होती है, जिन्हें धारा ३५ एसी के तहत दान संग्रह करने की अनुमति दी गई है."
train,train-s2072,इसलिए दान देने से पहले संस्था को दी गई छूट और उस छूट की अवधि पर नज़र डाल लें.,इसलिए दान देने से पहले संस्था को दी गई छूट और उस छूट की अवधि पर नज़र डाल लें.
train,train-s2073,आयकर में छूट का दावा करने के लिए यह ज़रूरी है.,आयकर में छूट का दावा करने के लिए यह ज़रूरी है.
train,train-s2074,बैंक से अधिक से अधिक लोगों को जोड़ने के लिए एसबीआई ने लांच की रिच सेविंग एकाउंट स्कीम.,बैंक से अधिक से अधिक लोगों को जोड़ने के लिए एसबीआई ने लांच की रिच सेविंग एकाउंट स्कीम.
train,train-s2075,इसके तहत एकाउंट खुलवाने वाले उपभोक्ताओं को बैंक गोल्ड डेबिट कार्ड के साथ ही ड्राफ़्ट बनवाने और चेक क्लेक्शन के कमीशन पर पचास प्रतिशत तक की छूट दी जाएगी.,इसके तहत एकाउंट खुलवाने वाले उपभोक्ताओं को बैंक गोल्ड डेबिट कार्ड के साथ ही ड्राफ़्ट बनवाने और चेक क्लेक्शन के कमीशन पर पचास प्रतिशत तक की छूट दी जाएगी.
train,train-s2076,खाते में पच्चीस हजार से अधिक जमा राशि होते ही टर्म डिपाज़िट के मुताबिक ब्याज दरें लागू हो जाएंगी.,खाते में पच्चीस हजार से अधिक जमा राशि होते ही टर्म डिपाज़िट के मुताबिक ब्याज दरें लागू हो जाएंगी.
train,train-s2080,दूसरी तरफ़ तिमाही बैलेंस बिगड़ने पर उपभोक्ताओं को चपत भी लगेगी.,दूसरी तरफ़ तिमाही बैलेंस बिगड़ने पर उपभोक्ताओं को चपत भी लगेगी.
train,train-s2082,उपभोक्ता को ड्राफ़्ट बनवाने और आउट स्टेशन चेक कलेक्शन के कमीशन पर अब पचास फ़ीसदी छूट दी जाएगी.,उपभोक्ता को ड्राफ़्ट बनवाने और आउट स्टेशन चेक कलेक्शन के कमीशन पर अब पचास फ़ीसदी छूट दी जाएगी.
train,train-s2084,इसमें डेरा सच्चा सौदा की ओर से माफ़ी मांगने के फैसले का स्वागत करते हुए कहा गया कि यह एक अच्छा कदम है.,इसमें डेरा सच्चा सौदा की ओर से माफ़ी मांगने के फैसले का स्वागत करते हुए कहा गया कि यह एक अच्छा कदम है.
train,train-s2085,इससे समाज में भाईचारा बढ़ेगा और शांति का प्रसार होगा.,इससे समाज में भाईचारा बढ़ेगा और शांति का प्रसार होगा.
train,train-s2086,बैठक में वक्ताओं ने कहा माफ़ी से पंजाब का माहौल अच्छा बन जाएगा.,बैठक में वक्ताओं ने कहा माफ़ी से पंजाब का माहौल अच्छा बन जाएगा.
train,train-s2087,अब सभी सिख संगठनों और श्रद्धालुओं को गुरु साहिबान की ओर से दर्शाए गए मार्ग पर चलने की ज़रूरत है.,अब सभी सिख संगठनों और श्रद्धालुओं को गुरु साहिबान की ओर से दर्शाए गए मार्ग पर चलने की ज़रूरत है.
train,train-s2105,कुमार ने कहा कि राष्ट्रपति की बिहार यात्रा के मद्देनज़र वह राष्ट्रपति के काफ़िले के अन्य सुरक्षागार्डों के साथ ट्रेन से जबलपुर से पटना जा रहे थे.,कुमार ने कहा कि राष्ट्रपति की बिहार यात्रा के मद्देनज़र वह राष्ट्रपति के काफ़िले के अन्य सुरक्षागार्डों के साथ ट्रेन से जबलपुर से पटना जा रहे थे.
train,train-s2107,मोटरसाइकिलों को सड़क मार्ग से पटना भेजा गया है.,मोटरसाइकिलों को सड़क मार्ग से पटना भेजा गया है.
train,train-s2109,जम्मू कश्मीर में पुलिस ने शनिवार को भीड़ को तितर -JOIN बितर करने के लिए आंसू गैस के गोलों का सहारा लिया ।,जम्मू कश्मीर में पुलिस ने शनिवार को भीड़ को तितर -JOIN बितर करने के लिए आंसू गैस के गोलों का सहारा लिया।
train,train-s2111,सूत्रों का कहना है कि भीड़ ने यहां से १४ किलोमीटर दूर डोमना के निकट राजमार्ग को सुबह से जाम कर दिया ।,सूत्रों का कहना है कि भीड़ ने यहां से १४ किलोमीटर दूर डोमना के निकट राजमार्ग को सुबह से जाम कर दिया।
train,train-s2112,भीड़ को तितर -JOIN बितर करने के लिए पुलिस ने आंसू गैस के गोले छोड़े ।,भीड़ को तितर -JOIN बितर करने के लिए पुलिस ने आंसू गैस के गोले छोड़े।
train,train-s2118,इसके बाद यहां हिंसा भड़क गई ।,इसके बाद यहां हिंसा भड़क गई।
train,train-s2124,लोकसभा में प्रश्नोत्तरकाल में गृहमंत्री ने कहा कि केंद्र का मानना है कि नक्सल समस्या को सि‍र्फ़ पुलिस के बल पर ही खत्म नहीं किया जा सकता.,लोकसभा में प्रश्नोत्तरकाल में गृहमंत्री ने कहा कि केंद्र का मानना है कि नक्सल समस्या को सि‍र्फ़ पुलिस के बल पर ही खत्म नहीं किया जा सकता.
train,train-s2126,राज्यों को प्रत्येक जिले के विकास के लिए ३६ -JOIN ३६ करोड़ रुपये दिए गए हैं.,राज्यों को प्रत्येक जिले के विकास के लिए ३६ -JOIN ३६ करोड़ रुपये दिए गए हैं.
train,train-s2129,राज्यों की पुलिस के आधुनिकीकरण के लिए भी करोड़ों रुपये दिए गए हैं.,राज्यों की पुलिस के आधुनिकीकरण के लिए भी करोड़ों रुपये दिए गए हैं.
train,train-s2132,"पाटिल ने दावा किया कि इस साल अक्टूबर तक जम्मू -JOIN कश्मीर में आतंकवादी घटनाओं में कमी आई है, लेकिन पूर्वोत्तर में कुछ बढ़ोतरी हुई है.","पाटिल ने दावा किया कि इस साल अक्टूबर तक जम्मू -JOIN कश्मीर में आतंकवादी घटनाओं में कमी आई है, लेकिन पूर्वोत्तर में कुछ बढ़ोतरी हुई है."
train,train-s2136,पूर्वी सीमा पर अवैध घुसपैठ की समस्या के समाधान के लिए भारत ने शुक्रवार को बांग्लादेश से 'एक उपयुक्त व्यवस्था या प्रोटोकॉल' स्थापित करने को कहा है.,पूर्वी सीमा पर अवैध घुसपैठ की समस्या के समाधान के लिए भारत ने शुक्रवार को बांग्लादेश से 'एक उपयुक्त व्यवस्था या प्रोटोकॉल' स्थापित करने को कहा है.
train,train-s2138,दोनों पक्ष एक -JOIN दूसरे के यहां पकड़े गए अपराधियों को अपने देश के दूतावास के अधिकारियों से मिलने की इजाजत देने पर राजी हो गए हैं.,दोनों पक्ष एक -JOIN दूसरे के यहां पकड़े गए अपराधियों को अपने देश के दूतावास के अधिकारियों से मिलने की इजाजत देने पर राजी हो गए हैं.
train,train-s2140,इस मौके पर दोनों पक्षों ने सुरक्षा संबंधी मुद्दों और गिरफ़्तार अपराधियों को उच्चायोग के अधिकारियों से मिलने की इजाजत देने पर राजी होते हुए एक संयुक्त घोषणा - पत्र जारी किया.,इस मौके पर दोनों पक्षों ने सुरक्षा संबंधी मुद्दों और गिरफ़्तार अपराधियों को उच्चायोग के अधिकारियों से मिलने की इजाजत देने पर राजी होते हुए एक संयुक्त घोषणा-पत्र जारी किया.
