sent_id,sentence_text,token_form,deprel,case_marker,mapper_candidates,mapper_confidence,mapper_status,verifier_candidates,verifier_decision,verifier_confidence,verifier_rule_id,final_candidates,final_decision,final_reason
train-s35,बड़ी झील छोटी झील से एक ओवरब्रिज से अलग होती है ।,ओवरब्रिज,obl,से,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Karaṇa|Apādāna,ambiguous,low-medium,R4,Karaṇa|Apādāna,ambiguous,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s36,म.प्र. पर्यटन बोट क्लब बड़ी झील में नौकायन भी करवाता है ।,क्लब,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s36,म.प्र. पर्यटन बोट क्लब बड़ी झील में नौकायन भी करवाता है ।,झील,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s38,कैसे पहुँचे?,कैसे,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s40,"भोपाल, दिल्ली - मद्रास मेन लाइन पर है ।",भोपाल,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s41,मुंबई से इटारसी और झाँसी के रास्ते दिल्ली जाने वाली मुख्य गाड़ियाँ भोपाल होकर जाती हैं ।,मुंबई,obl,से,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Karaṇa|Apādāna,ambiguous,low-medium,R4,Karaṇa|Apādāna,ambiguous,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s41,मुंबई से इटारसी और झाँसी के रास्ते दिल्ली जाने वाली मुख्य गाड़ियाँ भोपाल होकर जाती हैं ।,रास्ते,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s41,मुंबई से इटारसी और झाँसी के रास्ते दिल्ली जाने वाली मुख्य गाड़ियाँ भोपाल होकर जाती हैं ।,दिल्ली,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s41,मुंबई से इटारसी और झाँसी के रास्ते दिल्ली जाने वाली मुख्य गाड़ियाँ भोपाल होकर जाती हैं ।,गाड़ियाँ,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s41,मुंबई से इटारसी और झाँसी के रास्ते दिल्ली जाने वाली मुख्य गाड़ियाँ भोपाल होकर जाती हैं ।,भोपाल,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s43,ठहरने के लिए - मध्यप्रदेश पर्यटन विकास निगम के होटल तथा निजी होटल हैं ।,होटल,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s44,कब जाएँ?,कब,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s45,वर्ष में कभी भी आप यहाँ जा सकते हैं ।,वर्ष,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s45,वर्ष में कभी भी आप यहाँ जा सकते हैं ।,कभी,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s45,वर्ष में कभी भी आप यहाँ जा सकते हैं ।,आप,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s45,वर्ष में कभी भी आप यहाँ जा सकते हैं ।,यहाँ,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",वैभव,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",पत्थरों,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",समय,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",यहाँ,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",बरस,obl,पीछे,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s46,"ओरछा का वैभव पत्थरों में जैसे कैद हो गया है, समय यहाँ ठहरा हुआ लगता है और हम चले जाते हैं बरसों बरस पीछे, मध्यकाल के एक शहर में.",शहर,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s47,जहाँ के मंदिरों और महलों की चमक को समय की धुंध भी धुँधला नहीं सकी है.,चमक,obj,को,Karma,medium,mapped,Karma|Sampradāna,ambiguous,low-medium,R5,Karma|Sampradāna,ambiguous,obj/iobj with को postposition — patient (Karma) or recipient (Sampradāna); cannot disambiguate in v1.
train-s47,जहाँ के मंदिरों और महलों की चमक को समय की धुंध भी धुँधला नहीं सकी है.,धुंध,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s48,16 से 17वीं शताब्दी में बुंदेला शासकों द्वारा बनवाई गई ये इमारतें प्राचीन वैभव को बयाँ करती हैं ।,शताब्दी,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s48,16 से 17वीं शताब्दी में बुंदेला शासकों द्वारा बनवाई गई ये इमारतें प्राचीन वैभव को बयाँ करती हैं ।,इमारतें,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s48,16 से 17वीं शताब्दी में बुंदेला शासकों द्वारा बनवाई गई ये इमारतें प्राचीन वैभव को बयाँ करती हैं ।,वैभव,obj,को,Karma,medium,mapped,Karma|Sampradāna,ambiguous,low-medium,R5,Karma|Sampradāna,ambiguous,obj/iobj with को postposition — patient (Karma) or recipient (Sampradāna); cannot disambiguate in v1.
train-s49,"ओरछा, 16वीं शताब्दी में बुंदेला राजपूत रुद्र प्रताप के द्वारा बसाया गया था ।",ओरछा,obj,,Karma,medium,mapped,,no_decision,none,,Karma,mapping_hypothesis,obj typically marks the direct object (patient) of the action.
train-s49,"ओरछा, 16वीं शताब्दी में बुंदेला राजपूत रुद्र प्रताप के द्वारा बसाया गया था ।",शताब्दी,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s50,उनके आगे के राजाओं ने शानदार इमारतें और भवन बनवाकर इसकी शान में चार चाँद लगा दिए ।,राजाओं,nsubj,ने,Kartā,low-medium,mapped,Kartā,confirmed,high,R1,Kartā,confirmed,nsubj with ने postposition — strong agent/subject evidence for Kartā.
train-s50,उनके आगे के राजाओं ने शानदार इमारतें और भवन बनवाकर इसकी शान में चार चाँद लगा दिए ।,इमारतें,obj,,Karma,medium,mapped,,no_decision,none,,Karma,mapping_hypothesis,obj typically marks the direct object (patient) of the action.
train-s50,उनके आगे के राजाओं ने शानदार इमारतें और भवन बनवाकर इसकी शान में चार चाँद लगा दिए ।,शान,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
