sent_id,sentence_text,token_form,deprel,case_marker,mapper_candidates,mapper_confidence,mapper_status,verifier_candidates,verifier_decision,verifier_confidence,verifier_rule_id,final_candidates,final_decision,final_reason
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",थिएटर,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",",",punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",अंतरंग,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",और,cc,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",बहिरंग,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",ऑडिटोरियम,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",",",punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",रिहर्सल,compound,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",कक्ष,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",",",punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",भारतीय,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",कविताओं,nmod,का,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",का,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",पुस्तकालय,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",",",punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",शास्त्रीय,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",और,cc,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",लोक,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",संगीत,nmod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",संग्रहालय,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",भी,dep,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",हैं,cop,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s13,"यहीं पर एक कला संग्रहालय, कला दीर्घा, फाइन आर्ट के लिए कार्यशाला, एक थिएटर, अंतरंग और बहिरंग ऑडिटोरियम, रिहर्सल कक्ष, भारतीय कविताओं का पुस्तकालय, शास्त्रीय और लोक संगीत संग्रहालय भी हैं ।",।,punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,यह,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,सोमवार,obl,के,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,के,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,अलावा,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,पूरे,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,सप्ताह,obl,,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,दोपहर,nmod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,2,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,बजे,nmod,से,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,से,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,रात,nmod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,8,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,बजे,obl,तक,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,तक,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,खुला,root,,,high,no_karaka,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,रहता,aux,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,है,aux:pass,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,।,punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,यह,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,एक,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,अनूठा,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,संग्रहालय,root,,,high,no_karaka,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,है,cop,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,जो,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,200,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,एकड़,obl,में,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R2,Adhikaraṇa,confirmed,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,में,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,श्यामला,compound,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,हिल्स,obl,पर,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Adhikaraṇa,confirmed,medium-high,R3,Adhikaraṇa,confirmed,obl with पर postposition — surface/location pattern for Adhikaraṇa.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,पर,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,बड़ी,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,झील,obl,के,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,,no_decision,none,,Adhikaraṇa|Apādāna|Karaṇa,mapping_hypothesis,"obl is context-dependent; the Karaka role depends on postposition and verb semantics, not deprel alone."
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,के,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,सामने,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,फैला,acl:relcl,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,है,aux,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,।,punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,यह,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,एक,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,प्रागैतिहासिक,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,स्थल,root,पर,,high,no_karaka,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,पर,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,और,cc,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,विश्व,nmod,में,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,में,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,अपनी,nmod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,तरह,nmod,का,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,का,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,एक,nummod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,ही,dep,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,संग्रहालय,conj,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,जो,nsubj,,Kartā,low-medium,mapped,,no_decision,none,,Kartā,mapping_hypothesis,nsubj is a grammatical subject; it may correspond to Kartā but is not always a semantic agent.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,प्रागैतिहासिक,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,चित्रकला,obl,से,Adhikaraṇa|Apādāna|Karaṇa,low,context_dependent,Karaṇa|Apādāna,ambiguous,low-medium,R4,Karaṇa|Apādāna,ambiguous,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,से,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,सज्जित,amod,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,गुफाओं,acl:relcl,के,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,के,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,समीप,case,,,high,evidence_only,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,।,punct,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,और,cc,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,इस,det,,,none,unsupported,,no_decision,none,,,no_decision,Verifier returned no_decision and mapper provided no Karaka candidates.
