split,ud_sent_id,hdtb_file,hdtb_sentence_index,token_id,token,head,paninian_label,gold_karaka
train,train-s1269,fullnews_id_2479660_date_27_5_2004.dat,2,1,वेंडरों,10,k5,Apadana
train,train-s1269,fullnews_id_2479660_date_27_5_2004.dat,2,3,कुम्हारों,10,k4,Sampradana
train,train-s1269,fullnews_id_2479660_date_27_5_2004.dat,2,5,कुल्हड़,6,k2,Karma
train,train-s1269,fullnews_id_2479660_date_27_5_2004.dat,2,8,आर्डर,10,k1,Karta
train,train-s1270,fullnews_id_2479660_date_27_5_2004.dat,3,13,मोहल्लों,23,k7p,Adhikarana
train,train-s1270,fullnews_id_2479660_date_27_5_2004.dat,3,22,खुशबू,23,k1,Karta
train,train-s1271,fullnews_id_2479660_date_27_5_2004.dat,4,3,काम,5,k7,Adhikarana
train,train-s1271,fullnews_id_2479660_date_27_5_2004.dat,4,10,लाल,16,k7,Adhikarana
train,train-s1271,fullnews_id_2479660_date_27_5_2004.dat,4,14,फुर्सत,16,k1,Karta
train,train-s1272,fullnews_id_2479660_date_27_5_2004.dat,5,3,उसे,13,k4,Sampradana
train,train-s1272,fullnews_id_2479660_date_27_5_2004.dat,5,9,कुल्हड़,10,k2,Karma
train,train-s1272,fullnews_id_2479660_date_27_5_2004.dat,5,12,आर्डर,13,k1,Karta
train,train-s1273,fullnews_id_2479660_date_27_5_2004.dat,6,1,वह,2,k1,Karta
train,train-s1273,fullnews_id_2479660_date_27_5_2004.dat,6,4,कि,2,k2,Karma
train,train-s1273,fullnews_id_2479660_date_27_5_2004.dat,6,11,उसे,16,k4,Sampradana
train,train-s1273,fullnews_id_2479660_date_27_5_2004.dat,6,15,ऑर्डर,16,k2,Karma
train,train-s1274,fullnews_id_2479660_date_27_5_2004.dat,7,2,काम,13,k7,Adhikarana
train,train-s1274,fullnews_id_2479660_date_27_5_2004.dat,7,8,और,13,k1,Karta
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,1,कोई,3,k1,Karta
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,2,मिट्टी,3,k2,Karma
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,7,कोई,17,k1,Karta
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,10,कुल्हड़ों,17,k2,Karma
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,12,धूप,14,k7,Adhikarana
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,22,कोई,28,k1,Karta
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,24,कुल्हड़ों,26,k2,Karma
train,train-s1275,fullnews_id_2479660_date_27_5_2004.dat,8,26,समेटने,28,k7,Adhikarana
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,2,घोषणा,6,k7,Adhikarana
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,4,शामलाल,6,k1,Karta
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,6,कहना,7,k1,Karta
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,8,कि,6,k2,Karma
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,14,व्यक्ति,18,k1,Karta
train,train-s1276,fullnews_id_2479660_date_27_5_2004.dat,9,18,बनना,25,k1,Karta
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,3,होड़,12,k1,Karta
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,5,जहां,12,k7,Adhikarana
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,6,घरों,12,k5,Apadana
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,10,मटके,12,k2,Karma
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,15,वहां,43,k7,Adhikarana
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,25,बर्तन,33,k1,Karta
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,37,उन्होंने,43,k1,Karta
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,40,विकल्प,41,k2,Karma
train,train-s1277,fullnews_id_2479660_date_27_5_2004.dat,10,41,ढूंढने,43,k2,Karma
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,5,धंधा,8,k1,Karta
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,12,उसने,23,k1,Karta
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,13,बच्चों,23,k4,Sampradana
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,17,धंधे,19,k2,Karma
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,30,घोषणा,40,k1,Karta
train,train-s1278,fullnews_id_2479660_date_27_5_2004.dat,11,38,किरण,39,k2,Karma
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,1,शामलाल,3,k1,Karta
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,4,कि,3,k2,Karma
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,5,उसे,17,k4,Sampradana
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,9,रेलवे,16,k5,Apadana
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,13,कुल्हड़,14,k2,Karma
train,train-s1279,fullnews_id_2479660_date_27_5_2004.dat,12,16,आर्डर,17,k1,Karta
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,5,मीना,7,k1,Karta
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,8,कि,7,k2,Karma
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,17,स्टेशन,22,k7p,Adhikarana
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,19,कुल्हड़,22,k7p,Adhikarana
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,21,चाय,22,k2,Karma
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,24,कवायद,27,k4,Sampradana
train,train-s1280,fullnews_id_2479660_date_27_5_2004.dat,13,26,अमलीजामा,27,k2,Karma
train,train-s1281,fullnews_id_2479660_date_27_5_2004.dat,14,5,वेंडरों,9,k4,Sampradana
train,train-s1281,fullnews_id_2479660_date_27_5_2004.dat,14,8,आदेश,9,k2,Karma
train,train-s1281,fullnews_id_2479660_date_27_5_2004.dat,14,10,इसे,15,k2,Karma
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,2,वेंडरों,9,k1,Karta
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,6,गिलास,9,k7p,Adhikarana
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,8,चाय,9,k2,Karma
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,11,सवाल,15,k7,Adhikarana
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,13,मीना,15,k1,Karta
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,16,कि,15,k2,Karma
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,18,लोग,25,k1,Karta
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,23,करने,25,k7,Adhikarana
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,31,स्टेशन,37,k7p,Adhikarana
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,33,कुल्हड़ों,37,k7p,Adhikarana
train,train-s1282,fullnews_id_2479660_date_27_5_2004.dat,15,36,चाय,37,k2,Karma
train,train-s1283,fullnews_id_2479661_date_27_5_2004.dat,1,1,एफडी,15,k7,Adhikarana
train,train-s1283,fullnews_id_2479661_date_27_5_2004.dat,1,6,दरों,15,k3,Karana
train,train-s1283,fullnews_id_2479661_date_27_5_2004.dat,1,13,तनाव,15,k1,Karta
train,train-s1284,fullnews_id_2479661_date_27_5_2004.dat,2,2,राशि,3,k2,Karma
train,train-s1284,fullnews_id_2479661_date_27_5_2004.dat,2,5,दबाव,13,k1,Karta
train,train-s1284,fullnews_id_2479661_date_27_5_2004.dat,2,7,कर्मियों,13,k7,Adhikarana
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,5,राशियों,7,k7,Adhikarana
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,11,जादू,13,k1,Karta
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,19,और,24,k7p,Adhikarana
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,27,खाते,28,k2,Karma
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,29,पैसा,38,k2,Karma
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,32,दरों,38,k7,Adhikarana
train,train-s1285,fullnews_id_2479661_date_27_5_2004.dat,3,36,योजनाओं,38,k7,Adhikarana
train,train-s1286,fullnews_id_2479661_date_27_5_2004.dat,4,4,पैसा,8,k1,Karta
train,train-s1286,fullnews_id_2479661_date_27_5_2004.dat,4,6,एफडी,8,k7,Adhikarana
train,train-s1287,fullnews_id_2479661_date_27_5_2004.dat,5,4,योजनाओं,23,k5,Apadana
train,train-s1287,fullnews_id_2479661_date_27_5_2004.dat,5,8,रुपये,23,k7,Adhikarana
train,train-s1287,fullnews_id_2479661_date_27_5_2004.dat,5,22,लाभ,23,k1,Karta
train,train-s1288,fullnews_id_2479661_date_27_5_2004.dat,8,5,खाते,6,k1,Karta
train,train-s1289,fullnews_id_2479661_date_27_5_2004.dat,9,24,खाते,25,k1,Karta
train,train-s1290,fullnews_id_2479661_date_27_5_2004.dat,10,3,योजना,11,k7,Adhikarana
train,train-s1290,fullnews_id_2479661_date_27_5_2004.dat,10,10,ब्याज,11,k1,Karta
train,train-s1291,fullnews_id_2479661_date_27_5_2004.dat,15,3,स्कीम,4,k2,Karma
train,train-s1291,fullnews_id_2479661_date_27_5_2004.dat,15,4,बदलने,14,k7,Adhikarana
train,train-s1291,fullnews_id_2479661_date_27_5_2004.dat,15,10,",",14,k1,Karta
train,train-s1291,fullnews_id_2479661_date_27_5_2004.dat,15,11,ग्राहक,12,k1,Karta
train,train-s1292,fullnews_id_2479661_date_27_5_2004.dat,16,5,बैंकों,17,k1,Karta
train,train-s1292,fullnews_id_2479661_date_27_5_2004.dat,16,9,दबाव,17,k7,Adhikarana
train,train-s1292,fullnews_id_2479661_date_27_5_2004.dat,16,14,फीसदी,17,k2,Karma
train,train-s1293,fullnews_id_2479661_date_27_5_2004.dat,17,2,राशि,4,k1,Karta
train,train-s1293,fullnews_id_2479661_date_27_5_2004.dat,17,7,योजनाओं,11,k7,Adhikarana
train,train-s1293,fullnews_id_2479661_date_27_5_2004.dat,17,9,आकर्षण,11,k2,Karma
train,train-s1294,fullnews_id_2479661_date_27_5_2004.dat,18,7,संख्या,8,k1,Karta
train,train-s1295,fullnews_id_2479661_date_27_5_2004.dat,19,2,बैंक,6,k1,Karta
train,train-s1295,fullnews_id_2479661_date_27_5_2004.dat,19,9,फेसिलिटी,10,k2,Karma
train,train-s1296,fullnews_id_2479661_date_27_5_2004.dat,20,6,खाते,13,k7,Adhikarana
train,train-s1296,fullnews_id_2479661_date_27_5_2004.dat,20,8,धन,13,k1,Karta
train,train-s1296,fullnews_id_2479661_date_27_5_2004.dat,20,13,होने,23,k7,Adhikarana
train,train-s1296,fullnews_id_2479661_date_27_5_2004.dat,20,18,गुणांक,23,k7,Adhikarana
train,train-s1296,fullnews_id_2479661_date_27_5_2004.dat,20,20,स्वतः,23,k1,Karta
train,train-s1297,fullnews_id_2479661_date_27_5_2004.dat,21,1,इसमें,9,k7,Adhikarana
train,train-s1297,fullnews_id_2479661_date_27_5_2004.dat,21,3,जमाकर्ताओं,9,k4,Sampradana
train,train-s1297,fullnews_id_2479661_date_27_5_2004.dat,21,8,दर,9,k1,Karta
train,train-s1298,fullnews_id_2479661_date_27_5_2004.dat,22,6,सिंह,8,k1,Karta
train,train-s1298,fullnews_id_2479661_date_27_5_2004.dat,22,9,कि,8,k2,Karma
train,train-s1298,fullnews_id_2479661_date_27_5_2004.dat,22,16,संख्या,17,k1,Karta
train,train-s1299,fullnews_id_2479661_date_27_5_2004.dat,23,8,श्रीवास्तव,10,k1,Karta
train,train-s1299,fullnews_id_2479661_date_27_5_2004.dat,23,11,कि,10,k2,Karma
train,train-s1300,fullnews_id_2479661_date_27_5_2004.dat,24,1,योजना,6,k1,Karta
train,train-s1301,fullnews_id_2479662_date_27_5_2004.dat,1,3,पद,5,k2,Karma
train,train-s1301,fullnews_id_2479662_date_27_5_2004.dat,1,13,गांधी,15,k1,Karta
train,train-s1301,fullnews_id_2479662_date_27_5_2004.dat,1,19,आरएसएस,23,k1,Karta
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,6,वैद्य,8,k1,Karta
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,9,कि,8,k2,Karma
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,11,विवाद,13,k2,Karma
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,14,सोनिया,33,k1,Karta
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,18,और,26,k2,Karma
train,train-s1302,fullnews_id_2479662_date_27_5_2004.dat,2,30,चतुराई,31,k2,Karma
train,train-s1303,fullnews_id_2479662_date_27_5_2004.dat,3,3,फैसला,6,k1,Karta
train,train-s1303,fullnews_id_2479662_date_27_5_2004.dat,3,4,यह,6,k2,Karma
train,train-s1303,fullnews_id_2479662_date_27_5_2004.dat,3,9,वह,14,k1,Karta
train,train-s1303,fullnews_id_2479662_date_27_5_2004.dat,3,10,राजनीति,14,k7,Adhikarana
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,5,भारत,8,k7p,Adhikarana
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,12,कॉलम,16,k7,Adhikarana
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,14,वैद्य,16,k1,Karta
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,17,कि,16,k2,Karma
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,19,वह,27,k1,Karta
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,24,पद,27,k5,Apadana
train,train-s1304,fullnews_id_2479662_date_27_5_2004.dat,4,31,मकसद,33,k1,Karta
train,train-s1305,fullnews_id_2479662_date_27_5_2004.dat,5,3,पदों,5,k5,Apadana
train,train-s1305,fullnews_id_2479662_date_27_5_2004.dat,5,5,इस्तीफा,11,k1,Karta
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,4,फैसले,8,k7,Adhikarana
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,10,वैद्य,20,k1,Karta
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,17,यह,20,k2,Karma
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,22,जो,28,k1,Karta
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,24,इस्तीफे,28,k2,Karma
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,32,उन्हें,39,k1,Karta
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,35,सांसदों,39,k2,Karma
train,train-s1306,fullnews_id_2479662_date_27_5_2004.dat,6,42,जिन,48,k7,Adhikarana
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,1,उन्होंने,2,k1,Karta
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,3,कि,2,k2,Karma
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,15,कि,12,k2,Karma
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,16,उन्होंने,26,k1,Karta
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,18,सरकार,26,k2,Karma
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,21,संबंध,24,k7,Adhikarana
train,train-s1307,fullnews_id_2479662_date_27_5_2004.dat,7,24,लाने,26,k5,Apadana
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,1,वैद्य,3,k1,Karta
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,3,मानना,4,k1,Karta
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,5,कि,3,k2,Karma
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,10,पदों,13,k5,Apadana
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,15,फैसले,20,k7,Adhikarana
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,17,विपक्ष,20,k1,Karta
train,train-s1308,fullnews_id_2479662_date_27_5_2004.dat,8,26,औचित्य,28,k1,Karta
train,train-s1309,fullnews_id_2479662_date_27_5_2004.dat,9,1,कांग्रेस,8,k4,Sampradana
train,train-s1309,fullnews_id_2479662_date_27_5_2004.dat,9,4,इस्तीफे,8,k2,Karma
train,train-s1309,fullnews_id_2479662_date_27_5_2004.dat,9,6,लाभ,8,k1,Karta
train,train-s1310,fullnews_id_2479662_date_27_5_2004.dat,10,1,उन्होंने,2,k1,Karta
train,train-s1310,fullnews_id_2479662_date_27_5_2004.dat,10,3,कि,2,k2,Karma
train,train-s1310,fullnews_id_2479662_date_27_5_2004.dat,10,4,सोनिया,9,k1,Karta
train,train-s1310,fullnews_id_2479662_date_27_5_2004.dat,10,8,सदस्यता,9,k2,Karma
train,train-s1310,fullnews_id_2479662_date_27_5_2004.dat,10,12,राजनीति,15,k5,Apadana
train,train-s1311,fullnews_id_2479662_date_27_5_2004.dat,11,1,वह,7,k1,Karta
train,train-s1311,fullnews_id_2479662_date_27_5_2004.dat,11,2,रायबरेली,6,k5,Apadana
train,train-s1312,fullnews_id_2479662_date_27_5_2004.dat,12,1,सोनिया,11,k1,Karta
train,train-s1312,fullnews_id_2479662_date_27_5_2004.dat,12,7,मतों,11,k3,Karana
train,train-s1313,fullnews_id_2479662_date_27_5_2004.dat,13,1,उन्होंने,2,k1,Karta
train,train-s1313,fullnews_id_2479662_date_27_5_2004.dat,13,3,कि,2,k2,Karma
train,train-s1313,fullnews_id_2479662_date_27_5_2004.dat,13,9,और,17,k7p,Adhikarana
train,train-s1313,fullnews_id_2479662_date_27_5_2004.dat,13,16,विकल्प,17,k1,Karta
train,train-s1314,fullnews_id_2479662_date_27_5_2004.dat,14,3,पार्टी,8,k1,Karta
train,train-s1314,fullnews_id_2479662_date_27_5_2004.dat,14,5,विकल्प,7,k2,Karma
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,1,उन्होंने,2,k1,Karta
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,3,कि,2,k2,Karma
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,5,प्रदेश,11,k7p,Adhikarana
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,9,चुनाव,11,k1,Karta
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,13,कांग्रेस,23,k1,Karta
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,21,त्याग,23,k2,Karma
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,25,जहां,34,k7,Adhikarana
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,29,उसके,34,k7p,Adhikarana
train,train-s1315,fullnews_id_2479662_date_27_5_2004.dat,15,32,जनाधार,34,k1,Karta
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,12,वैद्य,14,k1,Karta
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,15,कि,14,k2,Karma
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,18,सांसद,28,k1,Karta
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,21,पद,24,k7,Adhikarana
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,26,दायरे,28,k7,Adhikarana
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,31,उन्हें,33,k1,Karta
train,train-s1316,fullnews_id_2479662_date_27_5_2004.dat,16,32,पद,33,k2,Karma
train,train-s1317,fullnews_id_2479662_date_27_5_2004.dat,17,1,वह,7,k1,Karta
train,train-s1317,fullnews_id_2479662_date_27_5_2004.dat,17,10,कि,7,k2,Karma
train,train-s1317,fullnews_id_2479662_date_27_5_2004.dat,17,11,सरकार,17,k1,Karta
train,train-s1317,fullnews_id_2479662_date_27_5_2004.dat,17,12,अध्यादेश,13,k2,Karma
train,train-s1317,fullnews_id_2479662_date_27_5_2004.dat,17,15,पदों,17,k2,Karma
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,1,भाजपा,4,k7,Adhikarana
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,6,वैद्य,8,k1,Karta
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,9,कि,8,k2,Karma
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,10,जो,16,k1,Karta
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,12,इस्तीफे,16,k2,Karma
train,train-s1318,fullnews_id_2479662_date_27_5_2004.dat,19,22,खुद,24,k1,Karta
train,train-s1319,fullnews_id_2479663_date_27_5_2004.dat,1,10,मंत्री,13,k1,Karta
train,train-s1319,fullnews_id_2479663_date_27_5_2004.dat,1,11,इस्लामाबाद,13,k7p,Adhikarana
train,train-s1319,fullnews_id_2479663_date_27_5_2004.dat,1,16,सियाचिन,19,k7p,Adhikarana
train,train-s1319,fullnews_id_2479663_date_27_5_2004.dat,1,18,सेना,19,k2,Karma
train,train-s1319,fullnews_id_2479663_date_27_5_2004.dat,1,19,हटाने,22,k7,Adhikarana
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,1,पाकिस्तान,9,k1,Karta
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,2,इसे,4,k2,Karma
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,4,करने,9,k7,Adhikarana
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,7,कसर,9,k2,Karma
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,13,ऐसा,15,k2,Karma
train,train-s1320,fullnews_id_2479663_date_27_5_2004.dat,2,27,दिल्ली,29,k1,Karta
train,train-s1321,fullnews_id_2479663_date_27_5_2004.dat,3,4,सूत्र,5,k1,Karta
train,train-s1321,fullnews_id_2479663_date_27_5_2004.dat,3,10,दावे,16,k7,Adhikarana
train,train-s1321,fullnews_id_2479663_date_27_5_2004.dat,3,14,दम,16,k1,Karta
train,train-s1321,fullnews_id_2479663_date_27_5_2004.dat,3,16,है,5,k2,Karma
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,1,सेना,2,k2,Karma
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,10,कि,8,k2,Karma
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,12,देशों,19,k7,Adhikarana
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,17,समस्या,19,k2,Karma
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,31,दावे,37,k7,Adhikarana
train,train-s1322,fullnews_id_2479663_date_27_5_2004.dat,4,35,कुछ,37,k2,Karma
train,train-s1323,fullnews_id_2479663_date_27_5_2004.dat,5,5,समझ,6,k1,Karta
train,train-s1323,fullnews_id_2479663_date_27_5_2004.dat,5,9,समझ,11,k2,Karma
train,train-s1323,fullnews_id_2479663_date_27_5_2004.dat,5,13,निष्कर्ष,16,k7,Adhikarana
train,train-s1324,fullnews_id_2479663_date_27_5_2004.dat,6,2,सियाचिन,5,k5,Apadana
train,train-s1324,fullnews_id_2479663_date_27_5_2004.dat,6,4,सेना,5,k2,Karma
train,train-s1324,fullnews_id_2479663_date_27_5_2004.dat,6,7,सवाल,1,k1,Karta
train,train-s1324,fullnews_id_2479663_date_27_5_2004.dat,6,16,मुद्दे,20,k7,Adhikarana
train,train-s1325,fullnews_id_2479663_date_27_5_2004.dat,7,12,सेना,13,k2,Karma
train,train-s1325,fullnews_id_2479663_date_27_5_2004.dat,7,15,शर्तों,22,k7,Adhikarana
train,train-s1326,fullnews_id_2479663_date_27_5_2004.dat,8,6,भारत,21,k1,Karta
train,train-s1326,fullnews_id_2479663_date_27_5_2004.dat,8,7,सियाचिन,9,k2,Karma
train,train-s1326,fullnews_id_2479663_date_27_5_2004.dat,8,18,मूड,21,k7,Adhikarana
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,3,कि,1,k2,Karma
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,4,पाकिस्तान,5,k1,Karta
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,7,कि,5,k2,Karma
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,12,सीमाएं,20,k1,Karta
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,13,बराबरी,20,k7,Adhikarana
train,train-s1327,fullnews_id_2479663_date_27_5_2004.dat,9,15,पीछे,20,k7,Adhikarana
train,train-s1328,fullnews_id_2479663_date_27_5_2004.dat,10,1,भारत,6,k1,Karta
train,train-s1328,fullnews_id_2479663_date_27_5_2004.dat,10,2,इससे,6,k2,Karma
train,train-s1329,fullnews_id_2479663_date_27_5_2004.dat,11,9,समाधान,12,k1,Karta
train,train-s1329,fullnews_id_2479663_date_27_5_2004.dat,11,17,आतंकवाद,22,k1,Karta
train,train-s1330,fullnews_id_2479663_date_27_5_2004.dat,12,1,पाकिस्तान,7,k1,Karta
train,train-s1330,fullnews_id_2479663_date_27_5_2004.dat,12,2,आतंकवादियों,5,k4,Sampradana
train,train-s1330,fullnews_id_2479663_date_27_5_2004.dat,12,5,देना,7,k2,Karma
train,train-s1331,fullnews_id_2479663_date_27_5_2004.dat,13,4,आसार,6,k2,Karma
train,train-s1332,fullnews_id_2479663_date_27_5_2004.dat,14,6,बैठक,12,k1,Karta
train,train-s1332,fullnews_id_2479663_date_27_5_2004.dat,14,7,इस्लामाबाद,12,k7p,Adhikarana
train,train-s1333,fullnews_id_2479663_date_27_5_2004.dat,15,1,व्यापार,2,k2,Karma
train,train-s1333,fullnews_id_2479663_date_27_5_2004.dat,15,5,संबंध,4,k1,Karta
train,train-s1334,fullnews_id_2479663_date_27_5_2004.dat,16,3,कि,1,k2,Karma
train,train-s1334,fullnews_id_2479663_date_27_5_2004.dat,16,7,कसरत,19,k1,Karta
train,train-s1334,fullnews_id_2479663_date_27_5_2004.dat,16,12,नागरिकों,19,k7,Adhikarana
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,1,भारत,3,k1,Karta
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,3,मानना,4,k1,Karta
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,5,कि,3,k2,Karma
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,7,और,15,k7,Adhikarana
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,14,व्यापार,15,k1,Karta
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,15,बढ़ने,22,k7,Adhikarana
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,17,दोनों,22,k7,Adhikarana
train,train-s1335,fullnews_id_2479663_date_27_5_2004.dat,18,21,संबंध,22,k1,Karta
train,train-s1336,fullnews_id_2479663_date_27_5_2004.dat,19,2,देशों,24,k7,Adhikarana
train,train-s1336,fullnews_id_2479663_date_27_5_2004.dat,19,10,नफरत,11,k2,Karma
train,train-s1336,fullnews_id_2479663_date_27_5_2004.dat,19,14,या,20,k2,Karma
train,train-s1336,fullnews_id_2479663_date_27_5_2004.dat,19,23,सहमति,24,k1,Karta
