sent_id,sentence_text,token_form,deprel,case_marker,rule_id,decision_type,confidence,karaka_candidates,reason
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,दोपहर,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,2,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,बजे,nmod,से,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='से'.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,रात,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,8,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,बजे,obl,तक,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='तक'.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,तक,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,खुला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,रहता,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s14,यह सोमवार के अलावा पूरे सप्ताह दोपहर 2 बजे से रात 8 बजे तक खुला रहता है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,एक,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,अनूठा,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,संग्रहालय,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,जो,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,200,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,एकड़,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,श्यामला,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,हिल्स,obl,पर,R3,confirmed,medium-high,Adhikaraṇa,obl with पर postposition — surface/location pattern for Adhikaraṇa.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,पर,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,बड़ी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,झील,obl,के,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='के'.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,सामने,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,फैला,acl:relcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,है,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s15,यह एक अनूठा संग्रहालय है जो 200 एकड़ में श्यामला हिल्स पर बड़ी झील के सामने फैला है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,एक,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,प्रागैतिहासिक,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,स्थल,root,पर,,no_decision,none,,No v1 rule applies for deprel='root' with case_marker='पर'.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,पर,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,विश्व,nmod,में,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='में'.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,अपनी,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,तरह,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,एक,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,ही,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,संग्रहालय,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,जो,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,प्रागैतिहासिक,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,चित्रकला,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,सज्जित,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,गुफाओं,acl:relcl,के,,no_decision,none,,No v1 rule applies for deprel='acl:relcl' with case_marker='के'.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,समीप,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s16,यह एक प्रागैतिहासिक स्थल पर है और विश्व में अपनी तरह का एक ही संग्रहालय है जो प्रागैतिहासिक चित्रकला से सज्जित गुफाओं के समीप है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,इस,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,तरह,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,वस्तुओं,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,परंपराओं,conj,से,,no_decision,none,,No v1 rule applies for deprel='conj' with case_marker='से'.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,जीवंत,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,रूप,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,जुड़ा,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,हुआ,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s17,और इस तरह से यह वस्तुओं और परंपराओं से जीवंत रूप से जुड़ा हुआ है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",यहाँ,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",आदिवासी,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",",",punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",समुद्र,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",किनारे,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",",",punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",रेगिस्तान,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",हिमालय,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",आवासों,conj,के,,no_decision,none,,No v1 rule applies for deprel='conj' with case_marker='के'.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",नमूने,obj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",भी,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",बनाए,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",गए,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",हैं,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s18,"यहाँ आदिवासी, समुद्र किनारे, रेगिस्तान और हिमालय के आवासों के नमूने भी बनाए गए हैं ।",।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",यहाँ,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",संग्रहालय,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",पुस्तकालय,obj,को,R5,ambiguous,low-medium,Karma|Sampradāna,obj/iobj with को postposition — patient (Karma) or recipient (Sampradāna); cannot disambiguate in v1.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",",",punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",दृश्य,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",-,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",श्रृव्य,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",आर्काइव,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",",",punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",कंप्यूटरीकृत,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",कक्ष,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",व,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",प्रजातीय,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",नमूनों,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",देखा,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",जाता,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s19,"यहाँ संग्रहालय में पुस्तकालय, दृश्य - श्रृव्य आर्काइव, कंप्यूटरीकृत कक्ष व प्रजातीय नमूनों को देखा जाता है ।",।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,यहाँ,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,मध्य,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,प्रदेश,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,विभिन्न,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,हिस्सों,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,कला,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,खूबसूरत,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s20,यहाँ मध्य प्रदेश के विभिन्न हिस्सों से कला के खूबसूरत नमूने एकत्रित करके रखे गए हैं ।,नमूने,obj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
